n_gen	99_mu	37_mu	60_mu	114_mu	18_mu	-1_mu	73_mu	-5_mu	-4_mu	-3_mu	-2_mu	99_sig	37_sig	60_sig	114_sig	18_sig	-1_sig	73_sig	-5_sig	-4_sig	-3_sig	-2_sig	node.brow_mean	node.current_brow_mean_ln_prior_density	ln_posterior	
4228000	49.131540	50.926980	47.770824	49.704220	48.963418	52.074214	50.110847	49.898733	50.918022	50.619770	51.031201	2.202912	1.963991	2.608411	2.637983	2.067405	2.054050	2.024785	2.202912	2.024785	1.963991	2.054050	16.115907	-1.309749	-7.793326	
4230000	51.815658	50.022698	52.486952	53.466406	48.542261	52.074214	50.625692	51.888616	50.345337	49.983836	51.031201	2.693666	1.573754	2.061693	2.032496	2.005629	2.054050	1.939279	1.605947	1.849058	1.927845	2.054050	16.055250	-1.365214	-4.183006	
4232000	49.262436	48.199653	50.950358	50.261695	48.581266	52.074214	49.200183	50.261695	51.860397	48.581266	51.031201	2.362904	1.828895	1.591451	1.865686	1.937373	2.054050	2.069365	1.865686	2.059505	1.937373	2.054050	16.240770	-1.207153	-6.253290	
4234000	49.991128	51.435052	51.048639	51.100712	51.339486	52.074214	49.381566	49.991128	49.381566	51.010578	51.010578	2.178422	2.104833	1.759656	1.991162	2.497803	2.054050	1.720858	2.234603	1.720858	2.104833	1.981584	18.992331	-2.903630	-10.538238	
4236000	49.865004	50.178946	51.057573	48.780032	49.044860	52.074214	49.645958	49.865004	49.805328	50.594021	49.682547	1.997628	2.527031	1.570057	2.096477	1.816675	2.054050	2.085595	1.997628	2.328750	2.241817	2.328750	16.604801	-0.997030	-5.092125	
4238000	50.065376	51.547924	50.306149	51.663495	49.636585	52.074214	51.953656	49.922272	52.685409	47.950456	48.128344	2.226872	1.838890	1.928821	1.842345	2.287669	2.054050	2.357120	1.440618	1.956929	1.838890	1.703484	17.008247	-0.918973	-9.008929	
4240000	49.817626	51.134890	50.628765	48.787094	49.789515	52.074214	50.383488	50.814372	50.016493	49.789515	51.844087	1.715091	1.849125	1.710326	2.010900	1.831695	2.054050	1.970384	2.120010	1.710326	2.252699	1.831402	15.850832	-1.579232	-7.264947	
4242000	49.737736	49.858973	48.873493	48.214967	49.521855	52.074214	46.342720	49.923328	50.182272	51.258178	51.346356	1.879066	2.174367	2.007575	1.722117	2.072978	2.054050	2.562734	1.879066	2.662796	2.174367	2.350752	16.617423	-0.992121	-4.894926	
4244000	51.101452	48.266426	48.729998	51.989211	48.399071	52.074214	49.296365	51.101452	49.743315	48.046885	50.071555	2.071565	1.471583	2.480854	2.139017	1.614264	2.054050	1.685539	1.801540	1.604005	1.995913	2.083433	15.721376	-1.736379	-6.879710	
4246000	49.246259	50.476986	49.847980	47.613574	49.257535	49.246259	48.958540	49.246259	50.665429	48.634973	47.684857	2.045455	2.169719	2.212933	2.380263	2.628921	2.045455	1.976095	2.045455	1.897792	2.156130	2.263346	15.947971	-1.472321	-1.771779	
4248000	50.180217	51.985512	49.082440	51.805314	51.430392	49.246259	50.423556	49.649296	48.592744	48.093398	47.684857	2.149715	2.229252	1.774183	2.219389	1.430101	2.045455	1.851156	2.149715	1.774183	2.229252	2.229252	18.159752	-1.591451	-11.298643	
4250000	50.859510	51.271352	47.456141	53.037580	50.351690	49.246259	48.902993	50.859510	49.721969	50.685486	50.002016	2.110432	1.943873	2.214257	2.034711	1.704342	2.045455	1.970185	2.110432	1.970185	1.943873	2.067777	18.078123	-1.500113	-9.006157	
4252000	51.021409	49.364367	48.311426	51.047737	49.961745	49.246259	49.988340	51.021409	48.311426	49.898611	50.002016	1.758896	2.103203	2.020948	1.943754	1.745883	2.045455	2.016748	1.758896	2.020948	1.941165	2.067777	18.444816	-1.962686	-6.703224	
4254000	50.856289	48.893759	47.657512	50.493310	48.560766	51.794196	49.988340	51.994896	50.099596	47.788258	49.583294	1.758152	2.103203	2.020948	1.736979	1.742000	1.824570	2.016748	1.889017	2.401356	1.786192	1.661333	16.354736	-1.127121	-3.473551	
4256000	49.306281	49.641031	53.053193	49.705342	48.804083	51.794196	51.104216	50.550697	51.104216	50.750256	50.363129	2.147802	2.087313	1.831781	2.105342	1.726122	1.824570	2.093064	2.245540	2.093064	2.087313	1.632550	16.981843	-0.919103	-4.496304	
4258000	50.758275	47.470343	47.936234	51.378073	50.268936	51.794196	49.493630	52.350020	49.787503	50.438467	50.363129	2.262652	1.949863	1.806480	1.401110	2.228872	1.824570	2.281653	2.262652	2.281653	2.288183	1.632550	18.788990	-2.519182	-8.253942	
4260000	48.785906	49.333001	48.587345	49.891773	51.029153	51.794196	52.103916	49.975121	52.312403	51.015486	50.363129	1.845683	1.874190	2.296525	1.691552	1.603998	1.824570	2.156961	1.894689	2.091713	1.874190	1.632550	17.795648	-1.235467	-10.528627	
4262000	50.470183	51.704577	49.447151	50.971058	48.504663	51.533000	51.277920	50.338663	48.491395	48.018342	49.961408	1.903269	2.017306	1.854172	1.967943	2.125045	2.133656	2.012389	1.967943	2.197355	1.610987	2.133656	19.206952	-3.354256	-9.673116	
4264000	49.344883	47.430483	51.357725	51.726199	51.265179	51.533000	49.873689	51.129239	49.333844	51.749002	51.749002	2.147660	2.184050	1.405386	1.804156	2.359877	2.133656	2.031259	2.147660	2.436347	2.118788	2.118788	17.907227	-1.330469	-10.782100	
4266000	50.681249	51.405051	49.750567	50.266771	50.299077	51.533000	49.502087	50.677767	50.114614	49.321618	49.321618	2.118682	1.972720	1.883287	2.216071	1.900607	2.133656	2.048632	2.216071	1.529526	2.025240	2.025240	16.121284	-1.305009	-7.390878	
4268000	48.709181	50.189960	50.096189	49.322980	48.987917	50.432070	50.909805	50.595367	50.096189	48.987917	48.272915	1.739843	1.696208	1.951936	2.301485	1.909876	1.678651	1.939058	1.843886	1.951936	1.909876	1.736626	17.604330	-1.101546	-7.715683	
4270000	50.557715	50.052713	49.544439	51.594947	48.891967	50.432070	48.981129	50.557715	48.981129	50.052713	48.272915	1.965926	2.061631	1.909864	2.097429	2.210628	1.678651	2.062630	1.965926	2.262241	2.061631	1.736626	16.571870	-1.010586	-1.275058	
4272000	50.451365	52.356152	50.501264	50.601094	50.854392	50.432070	51.638092	50.451365	51.092176	49.978002	48.272915	1.830585	2.179184	1.809098	2.603978	1.726210	1.678651	1.663751	1.830585	1.663751	1.726210	1.736626	15.474989	-2.081768	-8.983511	
4274000	49.985048	49.165429	51.422329	50.898852	49.144139	50.432070	49.129628	49.855268	51.422329	50.307440	48.272915	2.122009	1.981331	1.920694	2.125299	2.631438	1.678651	2.500353	2.125299	1.920694	2.107532	1.736626	18.267288	-1.721948	-12.872565	
4276000	50.353276	49.329337	51.251515	49.387139	49.912628	50.432070	51.590722	49.223418	50.737268	50.333775	50.326667	2.404023	2.248961	2.364709	1.812401	1.852784	1.678651	1.960328	2.259392	1.960328	1.860268	1.860618	16.832179	-0.933021	-6.878223	
4278000	50.933549	48.992878	50.549619	49.537240	48.601300	50.432070	47.587952	49.537240	49.314994	49.625748	50.326667	2.205010	2.231591	2.116872	1.890517	2.017240	1.678651	1.842600	1.890517	2.079107	1.905181	1.860618	16.462861	-1.063198	-9.392048	
4280000	49.191494	49.372199	47.004224	52.345686	48.295748	50.432070	48.966885	52.345686	48.966885	51.101690	48.508008	2.631890	1.926470	1.775909	2.250316	2.349768	1.678651	1.951392	2.250316	1.951392	1.926470	2.178615	16.659106	-0.977043	-9.803156	
4282000	49.537735	50.389593	49.737655	49.934396	50.027232	49.683167	48.885480	49.537735	48.842333	50.389593	49.683167	1.832202	1.878150	1.525402	2.281490	2.121915	1.768803	1.657144	1.832202	1.959383	1.878150	1.768803	16.934170	-0.921105	-4.583127	
4284000	50.645591	52.534929	49.745197	51.275646	51.362775	49.683167	49.228144	50.645591	49.258003	51.362775	49.683167	1.797485	1.571233	2.080152	1.566238	1.846820	1.768803	2.287572	1.841303	1.967537	2.111866	1.768803	19.180452	-3.296125	-12.830684	
4286000	47.568774	50.715477	51.576996	50.283115	52.059875	49.683167	48.111739	50.022641	48.001331	49.119866	50.947893	1.656073	2.401806	1.618200	2.143920	2.304754	1.768803	2.102006	2.143920	1.691631	2.304754	1.988399	17.810336	-1.247261	-12.430107	
4288000	50.192953	50.336270	49.320029	49.051888	49.648929	49.683167	49.950188	50.192953	50.237683	49.254367	50.947893	2.399135	2.181949	1.965445	1.928632	2.033321	1.768803	2.168088	2.399135	2.349278	1.800007	1.988399	16.035909	-1.383674	-6.960183	
4290000	47.072301	49.327916	48.962020	49.700326	52.002633	49.683167	49.920516	47.361892	50.183686	52.002633	50.947893	1.871500	2.467241	1.781217	1.925744	2.072757	1.768803	2.144135	1.890157	1.781217	2.072757	1.988399	16.042551	-1.377293	-12.255805	
4292000	52.920902	48.276526	49.370573	51.358743	51.307340	49.683167	49.759423	51.358743	48.945862	49.380867	49.759423	2.258142	2.159589	2.092749	1.862680	2.008681	1.768803	1.851648	1.862680	1.861252	2.061144	1.851648	18.073281	-1.494904	-4.351868	
4294000	50.347448	48.314925	51.864817	49.773308	49.395765	50.077316	52.303895	50.347448	51.093540	49.395765	50.077316	2.132956	2.265230	1.969733	1.848180	2.046441	1.716976	1.855081	2.132956	1.758687	2.046441	1.716976	17.714348	-1.174085	-4.606082	
4296000	52.316719	51.472410	49.792481	50.983197	51.615472	49.520993	49.883326	51.031268	50.189416	51.425377	50.227087	2.280378	1.929728	2.293976	1.533529	2.375593	1.705181	2.120982	2.091534	2.120982	1.947876	1.776843	15.398199	-2.201822	-6.153566	
4298000	50.700103	48.920633	49.252954	48.418083	48.121650	49.520993	50.055797	50.732406	49.626183	51.141447	50.227087	2.792092	1.717416	1.745359	1.957354	2.137573	1.705181	2.136369	2.792092	1.745359	1.717416	1.776843	17.516853	-1.052507	-8.962267	
4300000	48.785897	49.475494	51.235704	48.912950	50.387577	52.136921	52.029082	49.121173	52.397553	51.186531	52.534931	2.006906	2.112780	1.794093	2.007379	1.825769	1.656739	1.616532	1.874896	2.179072	1.956281	2.166398	18.055213	-1.475676	-2.379977	
4302000	49.487128	49.121389	51.518144	48.444134	48.793017	48.955854	50.624517	49.004231	50.858479	50.642577	49.765509	2.496745	1.881158	2.055004	2.114021	2.466919	1.840236	1.950680	1.844789	1.989835	1.643899	1.642201	15.368678	-2.249544	-3.286406	
4304000	49.363728	51.137593	49.140682	49.913707	50.427009	48.955854	50.457180	49.974445	50.311548	51.243052	48.413257	1.867021	1.872717	1.901683	2.354456	1.877898	1.840236	2.320347	1.867021	2.320347	1.781255	1.988796	17.626478	-1.115176	-6.377005	
4306000	49.664501	51.524087	51.424554	49.554852	50.637324	48.955854	50.158692	50.338984	49.903487	50.888862	50.637324	1.878637	1.602548	2.215398	1.848677	2.070346	1.840236	2.211245	1.878637	1.973634	2.007819	2.665825	16.324661	-1.146980	-3.496495	
4308000	51.243624	51.941842	49.978455	49.487395	50.000223	48.955854	50.155654	49.487395	50.155654	50.996767	49.671929	2.742131	2.066396	2.027575	1.846672	2.236499	1.840236	2.238261	1.846672	2.238261	2.160075	2.160075	16.434245	-1.078978	-10.311122	
4310000	48.566858	53.364250	49.252247	50.532448	52.296206	48.955854	51.717655	48.493452	51.093544	50.191566	50.076731	1.805790	2.159230	2.012769	1.446700	2.100459	1.840236	2.154908	1.725655	1.966687	2.122107	2.122107	18.126367	-1.553290	-4.080047	
4312000	48.125023	49.240867	48.991711	50.404258	48.880959	48.955854	48.862226	50.951341	48.862226	48.364706	49.911487	2.054538	1.777126	2.267623	1.901662	2.442477	1.840236	1.733764	1.901662	1.733764	1.766521	1.862189	18.478476	-2.011884	-9.840354	
4314000	50.009999	47.531396	49.792217	49.180537	50.282851	48.955854	49.367004	49.180537	50.760664	50.282851	49.911487	1.636828	1.493754	1.669396	2.081123	2.085718	1.840236	1.765314	2.081123	1.647998	2.085718	1.862189	16.162983	-1.269237	-9.065139	
4316000	49.381245	50.348126	50.462934	49.567106	53.751389	48.955854	48.795833	48.456145	51.537499	50.348126	49.911487	2.086715	2.128469	2.102589	2.090183	2.851477	1.840236	1.685573	2.097543	1.636651	2.128469	1.862189	15.227803	-2.489279	-14.526583	
4318000	50.916016	48.684552	50.878578	49.740153	49.817476	49.531932	49.291846	45.978606	50.987695	49.857197	49.747317	1.672255	2.128469	2.118159	1.992597	1.819410	1.568702	1.928104	1.946344	2.010041	1.931775	2.049738	16.780582	-0.943011	-0.216655	
4320000	48.938291	48.962657	49.027373	49.536449	51.769636	49.484742	50.435417	48.938291	50.039621	51.586880	49.484742	2.034393	1.887756	1.678401	1.871066	1.673079	2.199558	2.102583	2.034393	2.142001	1.892238	2.199558	17.246933	-0.949427	-4.382941	
4322000	49.322676	48.806934	51.080323	50.555388	49.157010	49.484742	52.182684	49.669210	48.778956	50.267467	53.445523	2.034148	2.434193	1.953821	2.048385	1.649912	2.199558	2.433640	2.033912	2.073378	2.375091	2.073378	17.419343	-1.006863	-4.919328	
4324000	50.377406	49.493408	49.824510	51.433878	48.586179	49.484742	49.156871	50.377406	49.810823	49.104861	51.402149	1.642768	2.257599	1.884282	2.225285	2.344051	2.199558	2.286574	1.642768	2.486507	2.469577	2.345095	16.427044	-1.083078	-5.559878	
4326000	51.067133	48.856897	50.539337	50.152396	47.907708	49.484742	51.065783	50.152396	51.065783	48.046049	48.975941	2.538115	2.197402	2.142448	1.874300	2.200330	2.199558	1.936919	2.159230	1.936919	2.522724	2.171445	16.802374	-0.938467	-5.420991	
4328000	50.459762	52.839835	49.431466	47.951173	52.890724	49.484742	50.385746	47.954475	48.783296	52.839835	48.975941	2.260206	2.057644	1.758047	2.277332	2.225422	2.199558	2.176630	2.061028	2.021251	2.332852	2.171445	15.393926	-2.208676	-3.577379	
4330000	48.901562	50.930344	47.024124	50.019127	50.693358	49.484742	49.796438	48.901562	49.796438	49.538442	48.975941	2.087114	2.063034	2.051070	1.638198	1.990718	2.199558	2.134957	2.087114	2.134957	2.196167	2.171445	18.799980	-2.538903	-5.623914	
4332000	51.299309	49.432880	51.179664	50.041513	49.512061	49.484742	50.403023	50.509615	51.284842	49.459450	50.051688	1.874672	2.218208	2.432800	2.414990	2.016828	2.199558	2.163481	2.414990	2.428275	1.870832	2.433705	15.679637	-1.790618	-5.547085	
4334000	49.821773	51.046033	51.948490	50.491859	49.234227	49.484742	50.660206	50.687231	50.660206	49.560047	49.155433	2.214192	1.744893	2.347499	1.695502	2.320040	2.199558	2.435921	1.695502	2.435921	1.803389	1.803389	19.062004	-3.044868	-10.132009	
4336000	49.746380	49.749789	49.929436	47.796534	51.163243	49.484742	48.601478	49.808157	50.554953	50.972754	49.155433	1.739370	2.096074	1.507362	2.543549	2.034613	2.199558	1.755470	2.611146	1.755470	2.034613	1.803389	16.095704	-1.327814	-6.080305	
4338000	49.848574	49.590834	51.265738	51.309788	50.432416	49.484742	51.013164	50.294663	51.804630	49.654938	49.155433	1.862936	2.366935	1.859498	2.280562	2.102047	2.199558	2.094211	1.862936	1.859498	2.102047	1.803389	18.344387	-1.822627	-8.474969	
4340000	48.744141	51.673101	48.618398	48.121669	48.353952	49.484742	49.383373	46.949532	49.383373	48.944169	49.155433	1.623993	2.161076	2.031611	1.799618	2.203943	2.199558	2.103280	1.772136	2.103280	2.470495	1.803389	18.097219	-1.520883	-9.664288	
4342000	49.362329	51.023037	50.867082	52.030612	50.368708	49.484742	50.351302	52.030612	50.867082	51.023037	50.395400	1.467525	1.641836	2.236056	1.695043	2.761131	2.199558	2.124115	1.695043	2.236056	1.641836	1.744135	16.688440	-0.967473	-13.513203	
4344000	48.914500	51.760990	50.867082	48.391830	52.084034	51.686802	49.348746	52.013951	48.794154	50.111447	51.172744	1.892684	1.641836	2.236056	1.943310	2.761131	1.935620	2.124115	1.935620	2.012529	2.145765	2.529720	16.314067	-1.154191	-3.381244	
4346000	51.579019	47.909608	51.627347	48.974959	48.871196	51.686802	49.321969	50.828954	49.321969	48.871196	48.624462	1.996953	2.343387	1.961762	2.037485	1.830823	1.935620	2.293434	2.344202	2.359989	2.126963	2.230776	17.290656	-0.961179	-6.020483	
4348000	50.624943	49.780576	49.451953	51.129333	51.073380	51.686802	51.671075	51.013355	50.814087	49.527099	51.653025	1.439788	2.517785	1.753500	2.290356	1.686338	1.935620	2.135898	2.317800	1.757042	2.737623	2.262609	17.042087	-0.919824	-4.563851	
4350000	49.729075	51.082196	49.582174	50.854698	49.812950	51.686802	50.353790	50.961693	48.789654	49.281220	50.026113	2.655493	2.798002	2.379496	2.273688	2.031217	1.935620	1.817540	2.655493	1.713411	2.031217	2.031217	17.244575	-0.948847	-6.820339	
4352000	48.950218	52.046822	49.582174	49.968875	50.010464	51.686802	50.353790	49.762234	49.096632	49.225396	49.581477	2.019109	2.798002	2.379496	1.698387	2.031217	1.935620	1.817540	2.465601	1.997775	1.941760	1.997775	17.866223	-1.294109	-4.667133	
4354000	51.638086	52.071054	50.759410	47.241219	51.854230	51.686802	51.950455	51.638086	51.079081	51.671981	51.442169	1.850600	1.872023	1.994281	2.274725	1.747532	1.935620	2.249521	1.850600	2.089510	2.329748	2.234710	16.438712	-1.076461	-5.076786	
4356000	50.227788	49.729836	50.759410	48.609383	49.917883	50.041090	51.950455	50.691405	49.754285	50.307491	50.205399	1.953726	1.968473	1.994281	1.846743	2.513052	1.704516	2.249521	2.241430	1.704516	2.518108	2.266128	17.198277	-0.938596	-3.785161	
4358000	49.828067	48.840502	49.442295	47.800523	49.425840	51.586872	49.140023	51.164449	49.381934	49.392693	50.901382	1.853978	1.614358	2.430918	1.618697	1.852231	2.614639	2.353835	1.969839	2.117319	1.673215	2.614639	15.823816	-1.610643	-6.090356	
4360000	51.284401	49.247689	49.452174	51.187279	48.841179	50.263882	52.122516	48.866455	52.444580	49.524110	48.574664	2.386943	1.442668	1.759265	1.996724	1.895443	2.031972	1.690829	2.131178	1.658075	1.443985	1.579900	17.293848	-0.962112	-1.253803	
4362000	52.606417	50.391062	50.443439	48.627515	50.724388	50.263882	52.751647	48.730326	49.178443	50.939382	50.263882	2.143026	1.717568	2.097601	1.665924	2.574315	2.031972	2.050571	2.143026	2.092048	2.130868	2.031972	17.908369	-1.331506	-8.151697	
4364000	47.957465	49.001758	49.436473	50.576992	52.787209	50.263882	50.577718	50.576992	50.471602	49.964218	50.943356	1.994287	2.251810	2.335129	1.737104	1.566447	2.031972	1.899015	1.737104	2.335129	1.566447	1.763868	17.023384	-0.919212	-15.099880	
4366000	51.006579	48.870256	50.486658	50.215339	50.630639	51.006579	50.915522	51.006579	50.915522	50.630639	50.630639	1.549128	1.973666	2.323970	1.834278	1.990668	1.741040	2.207826	1.741040	2.032323	1.989587	2.049282	16.698409	-0.964417	-3.398505	
4368000	50.667280	50.642001	51.767841	51.155893	51.280976	51.006579	51.825146	51.044148	51.767841	50.642001	50.630639	1.463635	2.041111	2.092635	1.585292	2.036232	1.741040	1.955971	2.204995	2.092635	2.054563	2.049282	17.035292	-0.919561	-3.459704	
4370000	50.641083	48.206081	48.839566	53.171295	50.228064	51.006579	50.504171	50.527447	46.987638	48.036204	50.630639	1.961391	1.427655	2.213166	1.653621	1.808402	1.741040	2.742047	1.819259	2.308980	2.190664	2.049282	15.693184	-1.772822	-11.097689	
4372000	48.396499	46.739126	49.818560	51.565524	47.707905	49.625914	51.015087	48.906199	51.015087	47.117914	50.463008	2.197115	2.444640	1.871700	1.786041	2.587682	1.628059	1.690095	1.966634	1.690095	2.031051	1.696239	18.078521	-1.500542	-9.124390	
4374000	51.446913	49.741288	51.443224	52.105367	48.607636	49.625914	49.055602	51.446913	49.055602	49.121042	50.463008	1.983058	2.436092	1.719118	2.111401	1.921769	1.628059	1.669801	1.983058	1.676373	1.618827	1.696239	17.447112	-1.018893	-11.959382	
4376000	49.505381	52.473284	49.685722	46.422513	47.950954	49.245169	49.930759	47.853092	49.235750	49.245169	49.245169	1.818110	1.964089	2.358374	2.259685	1.987926	2.351236	1.745810	2.182642	2.500255	1.585597	2.351236	18.793382	-2.527049	-8.180180	
4378000	50.433093	51.729182	48.892996	51.097679	49.633871	49.245169	49.110960	50.926993	48.323310	47.996497	47.047684	2.204207	1.762332	1.874234	2.502262	2.179523	2.351236	2.555230	2.204207	2.374477	2.545005	2.279531	17.063382	-0.920947	-10.950868	
4380000	48.450030	48.912605	47.663036	47.832141	49.437614	49.245169	48.271598	50.763415	48.271598	47.412789	50.323315	2.041341	2.458106	2.254437	2.123199	1.764112	2.351236	1.669881	1.990085	1.669881	1.753652	2.246895	15.890777	-1.534127	-14.341636	
4382000	50.562137	50.617181	48.281115	52.558595	49.743018	49.841021	50.321802	50.583265	49.333842	49.887471	49.997558	1.644889	1.868683	2.483897	2.328550	2.090199	1.938738	1.639403	2.236155	2.127181	1.873290	1.873290	18.129576	-1.556909	-3.775427	
4384000	50.502685	49.125307	50.915751	51.211912	50.311276	49.841021	52.953105	50.012957	51.313590	49.368583	51.366918	1.647406	1.654110	1.678098	2.082153	2.154582	1.938738	1.725457	2.082153	1.678098	1.654110	1.678098	16.583505	-1.005673	-10.126183	
4386000	52.654053	49.609139	50.829215	52.596653	51.412762	49.841021	52.313145	52.671608	49.090095	48.147488	49.090095	2.030228	1.883818	1.991655	1.884773	1.776406	1.938738	1.928897	2.219345	2.376729	1.946662	1.859003	16.043550	-1.376337	-6.776168	
4388000	51.366537	49.603278	51.511321	50.377845	50.974382	49.841021	49.918380	51.366537	49.414328	51.458271	51.959309	1.814348	2.252645	2.153471	1.556095	2.313425	1.938738	2.029232	1.814348	2.153471	2.491237	2.491237	16.074513	-1.347202	-7.807123	
4390000	49.115634	50.353203	50.186611	48.990113	50.663577	49.841021	52.191679	48.990113	48.401964	50.483858	48.609931	2.176316	2.186902	2.325818	2.123964	1.588942	1.938738	1.679471	2.123964	1.860147	2.202880	1.860147	17.610613	-1.105363	-5.750004	
4392000	49.791566	49.637130	50.503155	49.900924	51.695886	49.841021	49.741055	50.675626	50.207317	48.943921	48.943921	1.716713	2.382734	2.123719	2.254419	1.830760	1.938738	1.994381	1.906438	1.845331	1.890832	1.890832	17.532710	-1.060829	-2.024787	
4394000	48.878653	48.277908	49.467228	49.869157	48.226166	49.841021	50.467580	48.878653	49.467228	48.972710	50.355435	2.098323	2.047028	2.095121	1.987761	2.969355	1.938738	1.644672	2.098323	2.095121	2.035996	2.047028	17.412391	-1.003972	-4.722496	
4396000	50.246778	49.447741	51.843998	47.365044	50.987414	49.841021	50.138898	47.431020	50.138898	49.447741	50.355435	2.120680	2.063879	2.121714	2.358974	2.036954	1.938738	1.645090	1.999522	2.189833	1.733615	2.047028	16.781050	-0.942908	-3.611574	
4398000	50.950477	49.448259	46.843385	49.475272	49.504239	49.841021	49.773380	49.436221	47.737220	49.616506	50.355435	2.054182	1.856338	2.289106	2.377955	2.005713	1.938738	2.266331	1.556263	2.235160	2.130620	2.047028	15.730936	-1.724200	-7.610783	
4400000	49.348683	52.813949	50.057210	48.839001	49.068364	49.841021	50.272763	49.544299	50.609911	49.068364	50.355435	2.060725	1.915586	2.083323	1.742653	1.927678	1.938738	2.232044	2.060725	2.083323	1.927678	2.047028	17.485258	-1.036676	-4.644124	
4402000	49.628146	49.611719	49.212713	50.075689	51.285681	49.841021	49.491053	50.715059	49.287475	50.406757	50.355435	1.773976	1.686505	1.748039	2.072088	1.902200	1.938738	1.740991	1.845479	1.748039	1.743751	2.047028	16.648344	-0.980770	-7.415348	
4404000	49.738969	50.297073	49.753598	48.256457	50.838134	49.841021	50.140462	48.529112	50.554059	50.086276	49.544334	1.640258	2.609102	1.658350	1.592898	1.710318	1.938738	1.656397	1.790262	2.032517	1.908646	2.108271	18.620910	-2.232614	-4.569644	
4406000	47.811697	50.758381	50.207069	49.585484	48.823165	50.758381	49.045457	49.585484	49.045457	50.758381	50.758381	1.822696	2.153172	2.087323	2.163738	2.120299	2.115888	2.124110	2.073151	1.755221	1.822529	2.115888	17.274796	-0.956695	-0.701964	
4408000	50.261028	51.571800	48.992110	50.245971	51.237434	50.758381	48.006467	50.245971	49.016461	51.571800	50.758381	1.899823	2.191147	2.144748	2.421329	2.048055	2.115888	1.966321	2.423390	2.203520	2.191147	2.115888	17.844270	-1.275335	-8.191789	
4410000	50.267708	48.776709	49.529340	50.798898	51.554007	50.758381	50.564847	50.566040	48.913366	50.828675	49.955251	1.991341	1.491411	2.001247	2.229145	1.957140	2.115888	1.939806	2.285605	1.939806	2.657450	2.136472	16.719918	-0.958161	-5.988177	
4412000	49.715473	49.066673	51.059104	49.768551	48.539458	50.758381	51.389294	49.715473	52.142817	48.246282	50.498673	1.823432	2.627212	2.034146	2.344562	1.568371	2.115888	1.754000	1.823432	1.928925	1.821286	1.990576	18.139147	-1.567767	-8.703645	
4414000	49.628074	49.880536	48.991810	49.433648	51.428760	50.758381	51.300066	49.026334	50.266925	49.203878	49.203878	1.875627	1.839843	1.360155	1.653607	1.657892	2.115888	2.143000	1.875627	2.085560	2.723459	2.723459	16.349907	-1.130249	-5.798303	
4416000	51.556064	49.231778	51.271059	52.443254	52.981620	50.758381	51.458143	51.556064	50.275246	49.278213	51.628882	1.913373	1.918903	2.367442	1.805893	2.102224	2.115888	1.847856	1.913373	2.488319	2.590091	1.898852	14.736443	-3.480784	-6.340028	
4418000	49.918253	47.416102	49.049642	49.965565	48.114313	51.713276	51.628882	49.965565	47.767516	48.374895	47.997222	2.292826	2.042635	2.603444	1.711441	1.914283	1.711441	2.228227	1.711441	2.248134	1.729422	2.128318	18.407105	-1.908910	-5.685520	
4420000	50.662175	51.309625	50.491501	48.700975	50.843730	51.713276	50.408300	48.700975	50.491501	50.843730	47.997222	2.145170	1.932395	1.814922	1.963500	2.011787	1.711441	1.916496	1.963500	1.814922	2.282950	2.128318	15.676707	-1.794490	-6.789779	
4422000	51.100026	48.558775	52.040860	49.275701	50.548995	51.713276	51.181792	49.275701	49.835349	51.701013	47.997222	1.668441	2.289847	2.199475	1.933805	1.988814	1.711441	1.912294	1.933805	2.272293	2.289847	2.128318	16.782585	-0.942573	-7.020398	
4424000	48.549309	48.835869	51.273122	48.030080	50.182326	51.713276	49.690873	48.481868	51.156307	47.365825	47.997222	2.354078	1.840777	1.737473	1.717055	1.397683	1.711441	2.591801	1.718381	2.583658	2.144672	2.128318	16.803811	-0.938184	-9.697987	
4426000	52.870995	50.072435	49.428370	53.350809	47.748618	51.713276	49.447064	53.333936	49.542987	50.075282	47.997222	2.293403	2.161262	2.212512	2.030552	1.787152	1.711441	1.812466	1.793393	2.211345	1.969677	2.128318	15.022894	-2.873413	-6.107261	
4428000	47.801735	50.072435	48.319183	48.815427	47.748618	51.713276	48.589051	49.530604	48.146597	49.112942	50.828826	1.971439	2.161262	1.823143	1.998633	1.787152	1.711441	2.003479	1.998849	1.823143	3.027155	3.027155	16.140257	-1.288518	-6.513057	
4430000	48.983648	50.226495	50.149064	48.696414	49.528719	51.713276	50.224998	49.737770	49.192856	49.312204	49.022857	2.357823	2.685585	2.500279	1.878925	1.944577	1.711441	2.424509	2.362918	2.502979	1.944577	1.996902	16.778971	-0.943365	-4.925472	
4432000	50.464337	50.307059	51.663794	48.528574	51.034267	51.267744	50.114304	50.271896	50.943674	51.034267	51.034267	2.335850	2.305887	2.591973	2.272137	2.338120	1.606858	2.330239	2.335850	2.330239	2.338120	2.338120	14.836807	-3.258641	-13.074950	
4434000	50.366640	48.463738	52.365693	50.232798	49.754434	51.267744	52.073257	49.558790	50.711555	49.617159	51.034267	1.822847	2.726085	2.237606	2.583501	2.029208	1.606858	1.716195	2.577732	1.824966	2.029208	2.338120	15.353675	-2.274131	-6.441808	
