n_gen	99_mu	37_mu	60_mu	114_mu	18_mu	-1_mu	73_mu	-5_mu	-4_mu	-3_mu	-2_mu	99_sig	37_sig	60_sig	114_sig	18_sig	-1_sig	73_sig	-5_sig	-4_sig	-3_sig	-2_sig	node.brow_mean	node.current_brow_mean_ln_prior_density	ln_posterior	
2282000	49.077849	50.088201	51.771278	49.984904	49.642567	49.630249	49.912094	49.077849	50.226491	49.650102	48.238285	2.397576	1.863843	2.512233	2.239658	1.703607	2.109067	1.669679	2.397576	1.677824	1.972536	2.056959	15.993724	-1.425234	-8.335801	
2284000	47.916996	49.954815	51.782938	50.207001	49.832014	49.630249	49.783829	48.004419	50.368363	49.343372	48.238285	2.094356	1.757896	2.025353	1.747500	2.629258	2.109067	2.038693	2.442037	1.626045	1.757896	2.056959	15.927964	-1.493569	-3.984451	
2286000	48.133903	51.345894	49.669387	48.004419	52.015489	49.630249	51.176069	50.155881	50.289358	48.504299	48.238285	2.546701	1.684294	1.626045	2.442037	2.585811	2.109067	1.821743	2.281293	1.626045	1.684294	2.056959	17.343495	-0.977933	-6.008789	
2288000	49.206573	50.850754	49.218239	48.153997	50.476878	49.630249	50.054569	49.053775	49.812315	50.476878	49.465923	2.078475	2.120851	1.948373	2.231069	2.089498	2.109067	1.913694	1.839232	1.945863	2.089498	2.078034	15.623458	-1.866372	-4.368912	
2290000	49.259238	50.016527	50.509873	52.032431	53.301354	49.630249	48.945959	51.808314	50.512716	52.847655	50.648532	2.177909	2.245999	1.542849	2.022596	1.968617	2.109067	2.509700	2.091906	2.650141	1.965409	2.245999	18.091694	-1.514836	-12.407399	
2292000	50.870527	49.031304	52.707824	48.399304	49.256613	50.291498	50.675306	50.870527	50.675306	48.911109	49.510262	2.298472	1.774835	1.913083	2.724256	2.096667	2.075250	1.974600	2.298472	1.974600	2.096667	2.170806	16.137325	-1.291043	-11.577260	
2294000	48.755353	48.374627	50.765275	48.353330	50.477580	50.816796	49.396043	48.755353	48.354741	49.996512	48.439370	2.375773	1.924542	1.863190	2.323858	2.282620	2.165420	1.945373	2.375773	2.430098	2.118506	2.430098	17.402376	-0.999892	-10.524664	
2296000	50.290483	49.845878	48.675574	48.188087	50.040517	50.816796	50.998204	51.100257	49.882551	48.641709	48.439370	1.741499	2.380011	2.033665	1.983991	2.554827	2.165420	2.496835	1.983991	1.943899	1.926448	2.430098	16.367156	-1.119184	-5.505304	
2298000	50.987343	48.634550	50.627290	50.562582	49.155305	50.704959	49.222549	50.562582	49.380237	49.656143	49.628822	2.030447	2.174147	2.222956	2.151434	1.713764	2.189831	1.909750	2.151434	1.922923	1.721422	1.864971	18.682967	-2.335127	-4.715020	
2300000	49.189573	49.686562	50.816017	50.080350	50.637874	50.704959	50.059890	51.092253	51.130077	49.081023	50.124965	1.973722	1.741608	1.879945	2.963600	1.775624	2.189831	1.723574	1.841819	1.723224	1.775624	1.723224	17.796857	-1.236429	-6.394190	
2302000	49.490289	48.216074	51.114303	51.345824	51.371790	50.704959	49.053174	50.599478	51.114303	49.482217	50.124965	2.153205	1.816393	2.680235	2.501090	2.437074	2.189831	2.070387	2.330005	2.680235	2.437074	1.723224	16.806182	-0.937721	-8.622951	
2304000	52.200793	51.377792	51.446131	48.867154	51.015123	50.704959	47.938107	50.710074	49.502871	51.339881	50.647022	1.548746	2.030199	1.860373	1.920018	2.437074	2.189831	2.054339	1.619599	1.978756	2.525014	2.525014	17.075132	-0.921761	-2.513329	
2306000	47.668305	50.500550	50.794547	47.928527	50.789181	50.704959	49.987032	47.587177	48.560851	50.500550	48.595157	2.759581	1.922024	2.060639	2.067134	1.828432	2.189831	1.863093	1.935767	2.060639	1.922024	2.060639	13.627634	-6.605365	-12.038263	
2308000	50.136851	48.290216	52.708610	50.849220	49.885800	50.704959	52.548309	50.136851	52.708610	49.885800	49.885800	1.853514	1.982282	1.895204	1.706670	1.900706	2.189831	2.499960	1.853514	1.895204	1.900706	1.900706	18.067765	-1.488999	-8.217513	
2310000	50.159382	50.288898	51.638863	50.831929	51.970238	49.515317	50.216707	50.835057	49.781530	50.410732	48.652403	2.018683	1.880897	2.220568	1.992197	1.671189	1.814442	2.022618	2.483960	1.958485	1.874963	1.817159	18.005115	-1.424066	-5.275914	
2312000	49.722311	52.691766	49.652212	48.262927	51.076115	49.515317	51.028766	50.573153	49.652212	51.185187	50.736154	1.676529	1.660530	2.566583	2.201839	1.877081	1.814442	2.574990	2.176450	2.566583	1.877081	1.817486	17.572810	-1.082994	-10.309465	
2314000	50.813544	48.917861	51.447409	50.857762	51.358456	49.515317	50.627177	50.857762	50.066031	48.633753	49.940109	1.640885	1.768535	2.152495	1.713448	2.154221	1.814442	1.691582	1.713448	1.690625	1.773310	2.033620	18.104682	-1.529100	-8.725982	
2316000	48.803029	49.671433	50.821964	49.072567	51.032484	49.537841	50.797121	50.172567	52.071611	49.671433	49.671433	2.318947	2.386331	1.375520	1.705343	1.773248	1.872127	2.229341	1.872127	1.582774	2.386331	2.386331	17.715955	-1.175234	-6.654072	
2318000	52.030275	46.995205	50.475416	51.691788	49.898443	51.420803	48.510316	49.591505	50.817413	53.189414	53.772018	2.116861	1.793741	2.308139	1.670626	1.588574	2.405095	2.340962	1.661616	1.813373	1.883737	1.677069	18.553672	-2.125886	-5.014267	
2320000	46.239030	50.281960	47.273348	48.536435	52.229179	50.064748	49.520514	48.536435	47.345162	47.097115	50.923454	2.131007	2.036086	1.780819	2.273121	2.575364	2.027077	2.707759	2.187257	2.142885	1.838714	2.036086	16.431995	-1.080254	-8.262915	
2322000	48.685406	49.868949	49.904387	50.287396	47.932476	50.814068	50.657924	50.012711	49.904387	46.925938	50.814068	1.874906	2.279735	1.823713	2.035629	1.591786	2.039338	2.142672	2.035629	1.823713	1.737711	2.039338	16.122307	-1.304111	-10.129380	
2324000	50.286995	49.591536	49.059572	47.835491	51.150694	50.648011	49.670099	50.281839	50.163596	50.390390	50.163596	2.191197	1.682022	1.837485	1.838469	1.855199	2.070961	1.983691	2.401590	1.983691	1.682022	1.983691	18.380383	-1.871668	-8.098289	
2326000	48.227027	48.951234	50.820398	49.523152	50.798213	50.895625	48.236515	47.820845	48.236515	51.415569	49.573107	2.657536	2.139577	1.857559	2.829318	1.963299	1.637686	2.087978	3.064797	2.087978	2.064538	2.305231	16.501076	-1.043401	-13.457202	
2328000	51.896250	47.948901	52.215640	50.725961	49.394917	50.747831	48.214630	50.975428	47.783285	49.379736	50.605525	2.302436	1.891119	1.648938	2.011842	1.880214	1.452782	2.368171	1.452782	2.223484	2.746195	2.746195	19.346521	-3.672020	-9.202123	
2330000	47.127105	48.688444	50.046644	51.143057	50.484442	50.747831	51.327563	51.143057	50.291593	49.557726	49.397507	2.248885	1.811860	1.845054	2.151041	1.850829	1.452782	2.298793	2.151041	1.845054	1.743978	2.182996	17.744843	-1.196334	-11.395868	
2332000	50.254075	53.318851	49.187092	51.267768	50.060367	48.907897	49.881777	51.143273	49.083201	48.373819	46.883023	1.904810	1.469839	2.582900	2.010148	2.033628	1.904810	1.665028	1.904810	1.885870	1.381633	2.017291	16.358078	-1.124971	-7.592749	
2334000	51.982144	49.363794	51.570019	50.252401	48.193736	47.324627	51.062554	51.982144	51.570019	53.005450	50.582918	1.918289	2.061488	1.934503	1.800969	1.781051	1.752969	1.804236	1.918289	1.823374	2.253054	2.372159	15.532451	-1.995789	-14.349215	
2336000	50.588772	51.337240	51.480084	51.946726	52.337319	47.324627	50.959651	50.588772	49.782335	52.337319	50.582918	2.364918	1.638522	2.037138	2.879360	1.364717	1.752969	2.561340	2.364918	2.594457	1.364717	2.372159	16.429469	-1.081692	-18.867690	
2338000	49.691971	51.880792	49.174603	49.557061	51.914030	47.324627	49.870137	50.538576	49.174603	49.380318	51.880792	2.099429	1.913535	2.197619	2.183560	2.048137	1.752969	2.327509	2.176984	2.197619	2.196541	1.913535	16.896820	-0.924262	-4.864008	
2340000	50.983728	49.131879	49.818668	50.120935	50.490795	49.247761	49.061531	49.247761	49.990144	49.200900	48.917548	1.729108	2.216116	2.033551	1.639184	2.102291	1.639184	1.756721	1.639184	2.250571	2.582167	2.027911	16.776617	-0.943888	-2.727794	
2342000	50.881559	51.067351	48.021224	49.196031	52.145707	49.085062	48.253599	50.881559	51.035392	52.146061	52.398058	1.900785	2.438549	1.584949	1.862832	2.009762	2.025972	1.843006	1.900785	1.600198	2.696656	2.109074	16.416795	-1.089003	-7.200759	
2344000	51.536407	48.766486	47.102402	50.063076	49.314346	48.686722	48.344517	48.531508	49.704043	48.926117	48.910850	1.836992	2.104362	2.792265	2.099473	1.884193	2.539122	1.836110	2.539122	2.183987	1.961122	1.961122	17.979081	-1.398238	-5.562530	
2346000	50.070713	52.038726	52.793323	48.842958	51.954225	50.070713	49.808597	50.070713	47.091141	48.993508	48.993508	1.837278	2.063273	1.425242	1.691393	2.234845	2.200188	1.911901	2.200188	1.773777	1.675782	1.675782	18.274926	-1.731656	-6.494617	
2348000	49.838951	49.749238	48.565363	51.985912	48.280144	50.070713	48.739094	52.402975	49.593102	48.686038	49.147760	2.070302	2.469629	1.499101	2.085086	2.217556	2.200188	2.467973	1.872046	1.634413	1.647020	2.038820	17.092440	-0.923211	-11.376988	
2350000	50.178538	47.482023	49.436673	49.969472	49.781188	51.545049	52.305898	49.989851	49.436673	49.781188	48.871152	1.313072	2.033766	2.261377	2.039007	1.879419	2.156446	2.442390	2.454081	2.261377	2.020968	1.662397	19.000338	-2.919615	-7.939863	
2352000	50.178538	47.482023	49.436673	49.969472	49.781188	51.545049	52.305898	49.989851	49.436673	49.781188	48.871152	1.313072	2.013016	2.163812	2.039007	1.865443	2.156446	1.912737	2.175440	2.261377	2.020968	1.662397	16.447134	-1.071769	-1.621321	
2354000	50.437461	47.482023	49.436673	49.989851	49.781188	51.545049	52.305898	49.989851	49.436673	49.781188	48.871152	2.033467	1.885446	2.372943	2.295479	1.848048	2.156446	2.068896	2.175440	2.261377	2.020968	1.662397	17.554027	-1.072411	-3.058526	
2356000	50.030539	48.163076	50.246865	49.884228	48.288090	51.545049	50.582255	50.566685	51.255128	48.288090	48.871152	1.908118	2.046187	2.937962	1.957578	2.038881	2.156446	1.625745	2.039627	2.991971	2.038881	1.662397	17.085680	-0.922609	-14.678470	
2358000	51.681348	50.059925	48.676981	48.844608	50.134985	51.545049	48.782156	48.844608	49.739841	52.129569	48.871152	1.569472	1.757383	2.102641	1.721652	1.647050	2.156446	1.793943	1.721652	1.793943	1.647050	1.662397	16.583666	-1.005605	-7.061571	
2360000	51.106622	52.500785	48.991418	50.555080	51.402989	51.545049	46.745070	51.461762	46.603288	51.987619	49.441191	1.711750	2.101062	1.896897	1.847339	1.803753	2.156446	1.743579	1.714778	1.890132	1.744784	1.837756	17.041068	-0.919782	-3.904277	
2362000	49.508946	50.000113	51.526111	50.481095	49.441191	51.545049	50.595844	49.355961	50.199444	47.972414	50.345711	2.588689	2.671788	1.992906	2.426374	1.837756	2.156446	1.682005	2.591109	1.348029	2.098414	1.682005	16.932130	-0.921242	-5.388572	
2364000	51.116668	51.368926	51.033796	49.151472	50.779351	51.545049	51.038325	48.776686	49.897777	51.368926	49.801488	2.220625	1.929261	2.073574	2.254064	1.866983	2.156446	2.398409	2.254064	2.398409	1.634638	2.398409	18.387427	-1.881416	-10.166265	
2366000	50.346224	49.411110	48.734634	49.032967	48.378587	49.722162	49.059871	49.032967	48.994919	49.411110	48.994919	2.186934	2.598082	2.035981	2.156088	2.661774	2.652963	2.049209	2.156088	2.035981	2.598082	2.035981	18.259846	-1.712545	-6.282008	
2368000	50.487454	49.841128	47.816373	51.128509	49.490289	49.722162	47.935356	50.487454	49.055794	49.490289	49.490289	2.040130	1.778798	1.654974	2.264660	1.948843	2.652963	2.570393	2.040130	2.444744	1.948843	1.948843	17.178324	-0.934838	-3.228881	
2370000	53.508842	49.673316	49.840995	50.185973	50.034348	49.722162	50.279402	50.185973	51.730051	49.673316	49.490289	1.951699	2.061127	2.222461	1.245969	1.919356	2.652963	2.574535	1.245969	2.222461	2.061127	1.948843	17.358145	-0.983073	-5.892244	
2372000	49.297163	50.503766	49.397143	49.706482	49.479041	49.722162	49.976727	49.398841	49.396020	52.084417	49.490289	2.215909	2.649810	2.251254	2.055562	2.140572	2.652963	1.853831	2.070887	2.251254	1.922004	1.948843	15.703203	-1.759780	-4.935389	
2374000	49.191600	50.558631	50.603870	47.386439	49.325884	49.722162	50.217111	48.309105	51.231767	50.552247	50.042464	2.041524	2.195451	2.199761	1.935472	1.862957	2.652963	2.836486	1.713840	2.199761	1.862957	1.862957	16.601044	-0.998521	-4.862132	
2376000	50.606023	51.365663	49.088740	50.248826	49.436944	49.722162	49.439073	50.248826	49.088740	51.365663	49.213205	1.503217	1.820721	1.905661	1.844531	1.528711	2.652963	1.990896	1.844531	1.905661	1.820721	1.777429	16.798369	-0.939266	-3.766191	
2378000	52.062353	51.763116	48.612017	50.478344	49.830522	49.722162	47.971654	48.828662	49.127294	48.599420	49.213205	2.328406	1.580863	2.077236	2.334331	2.016819	2.652963	1.904550	2.328406	2.368239	2.112664	1.777429	17.403639	-1.000401	-9.975942	
2380000	51.897399	49.320455	46.364559	51.121254	51.632070	49.722162	49.127294	51.121254	49.127294	51.632070	49.213205	1.640050	1.986311	1.815771	2.213764	2.135552	2.652963	1.871020	2.105567	2.368239	2.060721	1.777429	16.457781	-1.065939	-6.360009	
2382000	49.560404	51.000320	47.234018	48.216996	50.424573	49.722162	51.323009	47.898917	51.323009	50.703583	49.213205	1.913698	2.430560	1.999392	2.953573	1.678510	2.652963	2.099923	2.096244	1.838324	2.430560	1.777429	16.274875	-1.181842	-6.748044	
2384000	50.823188	49.639108	51.092819	51.007077	50.423047	50.983903	50.462420	51.007077	50.462420	49.639108	50.459233	1.987577	1.949180	1.620337	2.371442	1.862432	2.050704	1.901529	2.371442	1.901529	1.858686	1.417423	16.868304	-0.927610	-7.892133	
2386000	49.590621	50.636784	48.521762	50.860361	50.385915	50.983903	49.144306	49.559700	52.646649	50.385915	50.385915	1.992448	2.315618	1.564628	1.851714	1.797383	2.050704	2.106780	1.992448	1.975216	1.797383	1.797383	18.670412	-2.314077	-4.042423	
2388000	49.451228	51.153806	51.013302	49.985118	50.207134	50.983903	51.159638	51.376232	51.013302	50.385915	50.385915	1.658002	2.128808	2.106398	1.846672	2.139716	2.050704	1.950890	1.633978	2.106398	1.797383	1.797383	17.626004	-1.114879	-6.056024	
2390000	47.996694	50.755864	50.417826	49.001161	50.233063	50.983903	52.748881	49.001161	50.192104	48.224347	49.341178	1.590003	1.954539	2.106398	2.369385	1.485228	2.050704	1.950890	2.369385	2.021168	2.299924	2.393346	16.426332	-1.083486	-4.089371	
2392000	48.283802	50.755864	50.417826	48.113045	50.233063	50.363632	52.748881	48.142661	50.192104	48.224347	50.498797	1.590003	1.954539	2.106398	2.369385	1.485228	1.978296	1.950890	2.701215	2.021168	2.299924	1.978296	17.940610	-1.361312	-2.575031	
2394000	52.823119	51.601042	50.194625	49.078222	50.806174	49.078222	49.243520	49.078222	49.110835	50.307554	49.243520	1.897894	1.932797	2.405359	1.934378	1.916390	1.934378	1.845843	1.934378	2.005019	1.962408	1.845843	18.249831	-1.699978	-7.754760	
2396000	49.150438	49.522201	53.176126	49.772158	49.360759	49.078222	50.849885	49.772158	50.686989	49.029007	50.467106	2.614770	2.508708	2.312051	1.887030	2.176144	1.934378	2.007801	1.887030	2.007801	2.292263	2.114848	16.197952	-1.240579	-10.574189	
2398000	50.430964	50.873289	51.479662	48.029955	49.288922	49.078222	51.539702	49.098574	50.051515	49.288922	50.467106	1.990925	1.762380	2.152921	2.096184	2.008407	1.934378	2.227735	2.027055	2.149852	2.008407	2.114848	16.824069	-0.934414	-2.690917	
2400000	47.673694	50.239649	52.166180	49.881670	49.347913	49.078222	51.147093	49.881670	51.147093	48.931578	50.467106	1.788387	1.564750	1.759729	1.839697	1.852019	1.934378	2.321579	2.436928	2.321579	2.369101	2.114848	18.895300	-2.715019	-6.960573	
2402000	50.801989	49.395836	51.307545	49.398932	48.703167	49.078222	50.711557	50.801989	51.307545	49.790411	50.414651	1.892734	2.045085	1.935268	2.130209	2.031505	1.934378	1.548546	1.892734	1.935268	2.045085	2.321178	15.594435	-1.906744	-9.382649	
2404000	49.509221	48.464795	50.750649	49.580501	49.627987	48.532320	49.721542	49.914481	50.782826	49.627987	47.901643	2.117219	2.215632	2.325618	2.371213	2.046904	1.712833	2.187882	2.123674	2.724824	2.046904	1.997294	17.773217	-1.217871	-5.696775	
2406000	49.537231	47.465628	50.440010	48.434683	46.788768	48.532320	50.912335	49.537231	50.846501	49.718421	49.835423	2.194609	2.343971	1.533951	2.376661	2.289908	1.712833	2.339672	1.975699	2.385567	2.790085	2.326428	16.858652	-0.928928	-4.295179	
2408000	50.853233	49.719662	51.103242	48.866149	51.196112	50.122847	50.350692	50.853233	50.350692	49.447840	49.923546	1.701242	1.993847	2.212931	1.883246	2.248984	1.934154	2.000999	1.701242	2.000999	1.493267	1.934154	18.565318	-2.144049	-9.827427	
2410000	48.804998	50.269278	49.006200	48.923279	49.474003	50.122847	49.826453	48.804998	49.006200	50.269278	50.071651	2.153122	2.016399	2.001307	2.181546	2.170916	1.934154	1.658647	2.153122	2.001307	2.016399	1.963709	17.277230	-0.957367	-7.109799	
2412000	51.300329	50.172575	48.876277	50.974221	47.228723	50.122847	50.229090	50.974221	50.918388	47.228723	50.057554	2.676504	2.036941	2.088308	1.901156	2.191040	1.934154	2.338973	1.901156	2.338973	2.191040	1.917764	16.304564	-1.160754	-11.848736	
2414000	52.826570	50.994200	49.778336	51.411640	49.469251	50.122847	50.992635	50.430102	49.852927	50.649847	49.852927	2.592345	2.291794	2.059773	1.901142	2.294506	1.934154	1.702497	1.901142	2.111675	1.688607	2.111675	17.273381	-0.956307	-8.869042	
2416000	49.860437	50.634871	49.313639	52.926427	48.849406	50.122847	50.701217	49.926434	49.373612	49.351616	50.256075	1.698270	2.440939	2.708011	2.194003	1.688473	1.934154	2.526640	1.957017	2.526640	2.440939	2.526640	16.237457	-1.209675	-6.062903	
2418000	50.662749	50.989572	49.761780	51.187312	52.137910	50.122847	49.303832	50.855908	49.526028	50.989572	50.256075	1.487057	2.177087	2.218246	1.567408	2.307974	1.934154	1.589466	1.487057	2.177675	2.177087	2.526640	16.419645	-1.087344	-5.116539	
2420000	53.023331	51.176157	50.148123	50.726410	47.500116	50.771489	50.739706	50.771489	50.714157	48.209418	51.238714	2.045862	2.452255	2.357033	1.918321	1.937783	1.742758	2.047561	1.742758	1.722950	2.531483	1.791251	15.785746	-1.656145	-4.485243	
2422000	47.765593	51.859693	50.697215	50.623905	49.990781	50.771489	50.047538	50.623905	49.867529	51.023914	50.976924	1.785131	1.946729	2.004113	1.957387	2.283926	1.742758	1.882923	1.957387	1.882831	1.833740	2.055312	15.235512	-2.475647	-10.191717	
2424000	51.060410	51.859693	51.357625	51.506625	50.088925	48.514155	50.649917	51.506625	51.832510	52.180126	50.108522	1.727266	1.946729	1.576678	2.043092	1.960696	1.638858	1.882831	2.035120	2.186762	2.106346	2.568597	18.090232	-1.513242	-6.746537	
2426000	50.163286	49.095488	47.752053	51.263726	52.137489	48.514155	49.669688	50.163286	49.263596	49.095488	49.263596	1.708356	2.346877	1.897136	1.985746	2.305411	1.638858	2.084598	2.115304	2.297064	2.346877	2.297064	15.735426	-1.718512	-6.484541	
2428000	49.846939	48.827875	49.550637	49.951053	48.024527	48.514155	50.182952	49.846939	50.498983	51.479249	50.993789	1.821047	2.052670	1.376287	1.623469	2.247323	1.638858	1.856402	1.821047	2.067816	2.052670	2.052670	15.473017	-2.084778	-7.983651	
2430000	47.191743	50.231489	48.505758	47.613693	48.985293	48.514155	50.900107	47.613693	49.787518	50.231489	50.231489	1.881042	2.195996	1.915274	2.348191	1.638462	1.638858	2.190888	2.348191	2.368080	2.195996	2.195996	18.452159	-1.973322	-6.905535	
2432000	50.040539	50.896837	48.953024	49.091772	47.035733	48.310674	49.190128	50.040539	49.190128	50.896837	48.310674	2.133883	2.043194	1.765510	2.274311	1.946282	1.913088	2.045409	2.133883	2.045409	2.043194	1.913088	16.260942	-1.192042	-3.987628	
2434000	48.496353	50.942601	50.428057	49.662335	52.086444	48.310674	50.081733	48.147015	49.585140	50.942601	48.310674	2.099366	2.050903	2.020762	1.997157	1.659495	1.913088	2.067507	1.689130	2.020762	2.050903	1.913088	17.051123	-0.920245	-4.979002	
2436000	53.310335	51.088598	49.791608	50.403615	49.291467	49.002211	49.417205	50.561891	49.983026	48.768979	48.679854	1.967093	2.193654	2.183418	1.511828	1.960391	2.295094	2.254221	2.369727	2.342290	2.178231	1.994914	18.707390	-2.376529	-4.187441	
2438000	49.953397	49.572236	49.552453	53.171709	49.737049	50.391967	50.622137	49.953397	49.372676	50.744633	50.391967	2.060810	1.761191	2.291627	1.966223	1.655701	2.304048	1.707836	2.450637	2.189030	2.304048	2.304048	16.756735	-0.948528	-4.851438	
2440000	51.209595	51.008185	49.707326	49.764821	51.096621	48.600734	50.037869	49.047275	50.007632	49.495728	48.546176	1.716251	2.645050	1.524107	1.972541	1.666836	2.369960	2.524796	1.839939	1.524107	2.645050	1.524107	18.789015	-2.519225	-8.376466	
2442000	49.040598	52.227817	50.641371	49.920588	51.444117	49.170082	51.953736	49.040598	49.495817	51.444117	49.495817	1.945563	1.659883	1.524107	2.131640	1.786093	2.210314	2.524796	1.794579	2.187965	2.010546	2.139518	17.353664	-0.981478	-1.640444	
2444000	49.198136	53.004787	50.833799	47.948932	50.782866	49.170082	50.327688	48.977583	50.626800	51.425799	50.833799	2.338681	2.169822	1.910347	2.441150	2.151532	2.210314	2.131015	2.441150	2.077261	2.030724	1.798892	18.020119	-1.439260	-8.415162	
2446000	49.887861	47.752541	52.396660	49.756908	50.229401	49.170082	50.079708	49.887861	50.079708	49.140079	50.833799	2.061398	2.385842	2.522434	2.165914	1.959196	2.210314	1.995142	2.061398	1.995142	1.959443	1.798892	18.453752	-1.975636	-7.157710	
2448000	49.554003	50.410504	49.064584	49.837427	51.743254	49.170082	50.720568	49.539942	50.720568	51.743254	50.833799	1.512928	2.108704	2.202836	2.210908	2.143000	2.210314	2.147175	2.434806	1.944371	2.143000	1.798892	17.907460	-1.330681	-6.869121	
2450000	50.494773	51.878871	50.722352	51.084450	51.737770	49.170082	53.119858	49.103957	50.537512	51.695782	50.790920	1.792358	1.570800	2.142684	2.151777	1.983729	2.210314	1.828847	2.151777	2.729867	1.599439	1.813211	16.915004	-0.922551	-6.667462	
2452000	49.913625	47.448131	49.955668	49.016478	49.806505	49.170082	49.906628	51.793287	49.284606	49.397814	49.429982	1.679783	1.562998	2.165534	2.313196	2.047697	2.210314	2.310142	2.313196	2.383365	1.562998	2.383365	17.599357	-1.098553	-8.424932	
2454000	50.512032	50.293095	49.955668	52.768173	48.725515	48.725515	49.906628	50.512032	49.267162	48.725515	48.725515	1.920267	1.449500	2.165534	1.887384	2.306379	2.120812	2.310142	1.928014	1.811167	2.306379	2.306379	17.465633	-1.027346	-6.918919	
2456000	49.081147	50.376549	50.104430	49.705029	49.610256	48.725515	49.983601	49.705029	51.003646	47.279558	51.003646	2.095513	2.265638	1.966542	1.992463	1.870058	2.120812	2.057437	1.992463	2.106135	2.137777	2.106135	19.576607	-4.238391	-5.387349	
2458000	50.534962	49.897865	48.989325	52.990551	51.045475	48.725515	51.706313	53.180885	52.031073	49.897865	51.260919	1.919309	1.509776	1.968391	2.200739	1.986717	2.120812	1.985828	1.946714	1.984803	1.509776	1.975503	14.723859	-3.509347	-11.426423	
2460000	49.413418	51.670950	53.398796	50.494535	53.192256	48.725515	52.831257	49.413418	52.831257	51.670950	51.260919	1.799067	1.821593	2.009203	2.283829	1.964511	2.120812	2.051477	1.799067	1.993871	1.908093	1.975503	16.786179	-0.941798	-8.045362	
2462000	48.416001	48.576865	51.956708	50.110135	49.231027	48.725515	51.065558	50.715222	50.288937	48.859758	49.833754	1.946180	1.926683	2.272604	2.071621	2.295711	2.120812	2.426242	2.071621	1.537774	1.988680	1.537774	16.858080	-0.929009	-7.783353	
2464000	51.393140	49.857431	51.655041	53.097936	48.134010	48.725515	51.049890	51.393140	51.049890	49.825878	49.833754	1.878360	1.908837	2.412574	1.815839	1.994219	2.120812	2.698903	1.734275	2.698903	2.237829	1.537774	18.039609	-1.459332	-13.185981	
2466000	48.255302	49.167976	49.267958	50.772515	49.300240	48.725515	48.564659	51.179678	48.564659	49.300240	48.604370	1.997898	1.910942	1.886830	1.663637	2.227905	2.120812	1.965575	1.718199	1.965575	2.227905	1.862953	15.899645	-1.524329	-6.073715	
2468000	52.586840	50.705532	48.745415	51.232743	50.963117	48.725515	50.158992	51.232743	51.509832	50.963117	50.934052	2.138152	1.795949	1.940908	1.743381	2.336860	2.120812	2.211096	1.743381	1.993948	2.336860	1.993948	16.301706	-1.162746	-11.194552	
2470000	51.201234	50.808897	50.180982	47.587243	49.347425	48.725515	52.695020	51.201234	50.870328	48.375450	50.934052	2.087919	1.558228	2.382007	2.284870	2.124531	2.120812	1.906631	2.087919	1.906631	2.124531	1.993948	17.243861	-0.948673	-9.126320	
2472000	49.923159	51.361581	47.894983	48.203978	50.991715	48.725515	51.616216	50.800614	51.692372	49.619531	49.226424	2.381330	1.743490	2.134691	1.880456	2.023312	2.120812	1.897175	2.090978	1.706684	2.555624	1.700232	16.869451	-0.927460	-6.509338	
2474000	47.740994	50.383497	49.930816	50.071166	51.075447	48.725515	47.490969	49.437687	49.930816	50.383497	49.247834	2.197739	2.014784	2.138928	1.751365	1.753240	2.120812	1.554386	1.751365	2.138928	2.014784	2.193737	16.383709	-1.108846	-12.671645	
2476000	49.019329	49.895612	48.622254	49.384012	47.837577	48.725515	48.916031	49.469097	48.916031	49.895612	49.247834	2.032237	2.065906	2.258328	1.853371	2.073800	2.120812	1.980822	1.948646	1.980822	2.065906	2.193737	16.975382	-0.919242	-7.131446	
2478000	51.052455	51.423075	50.750145	48.995389	50.642452	48.725515	50.580848	49.911935	51.594890	51.619799	50.464086	1.607880	1.855525	2.469932	1.948646	1.816908	2.120812	2.286398	1.948646	2.469932	1.999824	2.469932	18.309759	-1.776673	-6.174705	
2480000	48.122800	48.351449	48.418392	50.891162	46.010775	48.725515	48.456204	50.891162	46.637254	50.700481	50.955469	1.711298	2.209102	1.952371	1.704387	1.948929	2.120812	2.261850	1.704387	2.261820	2.363089	2.404417	17.972533	-1.391849	-11.665290	
2482000	48.371124	49.530190	49.289423	48.136570	51.028276	48.725515	48.589395	48.635129	50.600576	49.530190	48.053351	2.150696	2.178419	1.763168	1.765002	1.391143	2.120812	1.629738	1.765002	1.763168	2.178419	1.794526	17.207098	-0.940383	-13.141783	
2484000	48.543037	49.896177	49.426947	50.390601	49.849829	48.725515	50.228855	49.104196	49.426947	49.849829	48.053351	2.036089	2.071516	2.087278	2.241935	1.943103	2.120812	1.507465	2.141624	2.087278	1.943103	1.794526	17.402585	-0.999976	-6.043097	
2486000	49.358165	50.987698	50.216228	49.553979	51.795833	49.956510	51.765844	49.419255	49.956510	52.101669	49.956510	2.208174	2.632942	1.825172	2.199368	2.281801	1.835163	1.808869	2.352147	1.835163	2.084561	1.835163	16.274324	-1.182242	-6.134021	
2488000	49.304119	51.408993	49.650609	49.432815	52.072297	49.956510	51.137492	49.459064	49.336712	51.408993	49.956510	1.870251	1.870570	2.257104	1.451957	2.100065	1.835163	1.991477	1.841379	2.157551	1.870570	1.835163	16.042710	-1.377141	-6.743999	
