n_gen	99_mu	37_mu	60_mu	114_mu	18_mu	-1_mu	73_mu	-5_mu	-4_mu	-3_mu	-2_mu	99_sig	37_sig	60_sig	114_sig	18_sig	-1_sig	73_sig	-5_sig	-4_sig	-3_sig	-2_sig	node.brow_mean	node.current_brow_mean_ln_prior_density	ln_posterior	
4932000	61.585653	45.189867	49.871234	57.558258	46.770612	47.815949	46.358722	58.590049	46.358722	46.770612	50.534056	0.931048	2.442646	3.696372	0.573829	2.597480	3.746242	1.511206	1.940789	1.511206	2.597480	1.528458	22.721153	-3.385182	-26.585859	
4934000	57.971619	58.237009	52.271514	58.513565	60.585282	54.898802	53.453290	57.971619	52.271514	57.948811	54.898802	1.997995	1.022252	3.702463	1.398425	2.222282	1.294744	3.916074	1.997995	3.702463	2.500186	1.294744	27.888876	-3.814362	-26.952502	
4936000	46.583784	48.151353	47.337624	45.548845	47.581853	48.487854	44.349466	45.466524	48.487854	48.151353	48.487854	2.961308	3.358153	1.594201	2.384439	2.522705	3.707621	1.608950	2.814001	3.707621	3.358153	3.707621	39.200103	-5.685746	-18.121349	
4938000	50.435052	48.151353	47.337624	48.384153	47.581853	46.775332	44.349466	50.435052	44.917475	46.810657	46.771866	1.430000	3.358153	1.594201	1.336817	2.522705	1.809537	1.608950	1.430000	4.658656	1.957301	1.957301	6.964564	-3.725073	-20.429158	
4940000	42.223965	47.249714	47.583126	41.336730	46.297536	46.516884	48.852396	42.223965	48.322630	47.249714	48.322630	1.313832	8.269640	1.298972	1.876617	1.130173	2.914072	5.452141	2.842081	2.565363	4.634276	2.565363	13.521440	-3.282026	-20.506589	
4942000	45.719589	53.883299	39.123970	46.642248	54.704753	45.394910	39.535174	45.719589	38.058410	60.717105	59.739933	1.350454	1.109029	2.148834	2.135017	2.365373	1.949023	2.556144	1.350454	2.061779	1.004598	1.563889	41.991397	-6.344373	-19.252699	
4944000	38.222268	44.547206	39.314620	36.970373	42.967015	38.822500	43.954786	38.822500	37.577320	37.561431	37.561431	4.561090	1.865633	3.392830	1.212075	1.492108	0.816248	3.827179	1.815443	1.296235	1.451794	1.778949	24.321900	-3.489575	-13.714960	
4946000	34.452958	34.025555	33.244434	38.513794	31.229343	37.522246	33.372774	43.781049	32.620614	30.604600	37.777364	3.592069	2.421643	2.806426	2.594048	1.200063	5.729491	1.594447	6.142631	2.604072	1.194617	5.166391	26.845410	-3.706184	-11.893024	
4948000	29.989185	34.025555	33.244434	31.112894	31.229343	36.705224	33.372774	37.516895	29.144526	28.195715	36.705224	1.878065	2.421643	2.806426	0.930536	1.200063	3.269455	1.594447	4.990907	1.380287	1.868465	3.269455	13.483334	-3.283358	-16.788734	
4950000	36.423151	34.025555	33.244434	38.542490	31.229343	33.559008	33.372774	32.502667	40.765957	41.659083	34.801150	1.212283	2.421643	2.806426	1.219656	1.200063	4.752847	1.594447	0.934258	1.583085	2.235805	0.785748	30.598584	-4.146131	-12.002236	
4952000	37.672403	34.025555	33.244434	41.871216	31.229343	39.348204	33.372774	37.672403	40.022707	33.009233	40.022782	2.370356	2.421643	2.806426	2.013050	1.200063	2.266200	1.594447	2.370356	2.266200	2.359769	2.572367	16.015589	-3.226369	-17.848287	
4954000	38.270234	41.111875	40.423958	43.574826	43.310723	44.668878	44.668878	49.896012	44.668878	41.111875	44.668878	0.702305	1.156648	3.841112	0.529042	4.220581	2.293735	2.781075	2.493921	2.781075	1.156648	2.293735	9.518908	-3.501357	-17.336237	
4956000	52.558161	49.559807	44.272145	51.989714	49.836321	50.959977	45.509715	47.719536	44.468346	48.837281	43.334817	0.880213	0.951364	2.662895	1.180642	1.180255	2.471376	3.103708	1.722282	1.849420	2.189145	2.303516	40.728117	-6.036641	-14.642108	
4958000	56.509990	58.982046	61.615291	54.684000	59.004903	57.491637	58.897266	52.762144	58.946542	60.981575	58.948243	1.981816	1.428832	1.496318	1.744405	3.177566	1.114317	2.808225	1.003606	2.441676	1.657034	2.218267	9.704590	-3.487639	-8.008048	
4960000	45.130705	53.027544	55.677575	51.313539	52.105426	50.724147	58.378193	46.623667	55.677575	52.078313	53.211785	7.069997	1.841106	3.751562	2.880883	3.682269	2.045894	3.417857	2.770711	3.715192	3.602099	1.891685	-1.603390	-4.951954	-26.454265	
4962000	54.217232	53.055047	49.754695	57.734207	51.717660	48.249034	49.946642	53.755942	49.695255	53.055047	49.695255	1.204076	0.837753	4.839732	1.958728	2.864839	3.178363	8.486533	4.160487	1.206895	0.714554	1.210090	14.026481	-3.265733	-16.546521	
4964000	55.936829	50.909466	53.692701	53.132004	49.166989	57.434310	52.995351	55.936829	57.434310	60.199288	57.434310	1.864955	1.106172	5.078554	4.623228	3.303331	3.099536	2.029864	0.553899	6.149287	1.845100	3.099536	-0.491178	-4.751230	-17.973487	
4966000	64.427839	50.909466	53.692701	66.351161	49.166989	65.898273	52.995351	65.966021	71.959770	68.683541	71.284624	2.995599	1.106172	5.078554	3.417038	3.303331	1.641643	2.029864	2.780829	4.300775	3.182476	2.865835	2.389450	-4.288864	-9.573625	
4968000	60.460663	56.209050	53.692701	59.031216	56.030145	58.231635	52.995351	64.780328	59.466786	59.815471	59.013102	0.803209	1.079929	5.078554	2.368475	2.204711	6.336866	2.029864	1.231820	6.049156	5.788285	6.157955	6.129252	-3.812389	-12.257311	
4970000	62.061829	56.209050	53.692701	64.437011	56.030145	64.437011	52.995351	64.437011	65.128440	68.919879	65.128440	1.934195	1.079929	5.078554	2.750370	2.204711	2.650775	2.029864	2.650775	1.509889	2.715505	3.526643	4.210039	-4.039439	-12.839052	
4972000	62.061829	56.209050	53.692701	64.437011	56.030145	64.437011	52.995351	64.437011	65.128440	68.919879	65.128440	1.340788	1.079929	5.078554	2.038847	2.204711	2.650775	2.029864	2.650775	3.437586	2.352495	3.526643	17.451539	-3.222543	-12.445231	
4974000	62.061829	56.209050	53.692701	64.437011	56.030145	64.437011	52.995351	64.437011	65.128440	68.919879	65.128440	0.818513	1.079929	5.078554	2.242750	2.204711	2.650775	2.029864	2.650775	0.775718	1.633785	3.526643	18.373276	-3.230953	-12.740626	
4976000	62.061829	56.209050	53.692701	64.437011	56.030145	64.437011	52.995351	64.437011	65.128440	68.919879	65.128440	1.284633	1.079929	5.078554	4.096627	2.204711	2.650775	2.029864	2.650775	1.005855	1.338067	3.526643	25.647196	-3.595394	-13.407935	
4978000	59.357315	64.134932	53.692701	60.751088	64.186968	62.923603	52.995351	60.751088	65.995344	64.218464	64.186968	2.525965	2.978016	5.078554	1.399957	0.756029	3.544608	2.029864	2.108337	0.545740	0.799471	0.756029	32.136281	-4.367059	-19.407026	
4980000	75.878155	64.134932	53.692701	73.049850	64.186968	66.388323	52.995351	66.188935	66.388323	68.388756	66.388323	1.662195	2.978016	5.078554	1.900224	0.756029	3.268884	2.029864	0.852304	3.268884	3.845341	3.268884	33.363524	-4.560348	-12.186087	
4982000	75.878155	64.134932	53.692701	73.049850	64.186968	66.388323	52.995351	66.188935	66.388323	68.388756	66.388323	1.662195	2.978016	5.078554	1.900224	0.756029	3.268884	2.029864	2.751535	1.046503	5.113132	3.268884	-0.612865	-4.772589	-15.528210	
4984000	67.987211	64.134932	53.692701	67.800210	64.186968	67.987211	52.995351	67.794012	67.364108	66.821534	66.821534	2.372625	2.978016	5.078554	0.911803	0.756029	2.372625	2.029864	1.346312	1.737404	1.705903	1.705903	28.641325	-3.899126	-11.459487	
4986000	38.546048	53.098395	55.961774	37.058885	53.481996	43.464926	57.249062	38.025883	44.834849	45.024744	44.660044	2.442619	1.787248	0.525399	3.667519	1.713777	5.704903	3.140359	1.943938	5.326179	2.548709	5.704903	18.076918	-3.227322	-15.586441	
4988000	38.881912	47.051639	51.405718	37.233678	48.800709	35.890041	46.860443	35.890041	46.281685	49.621127	33.758582	4.161444	1.910295	2.670381	2.844057	3.919622	1.652806	3.963804	1.652806	5.049358	1.265938	2.122435	21.397740	-3.318224	-13.862038	
4990000	37.600465	33.328508	37.601663	34.243156	35.043825	30.845621	36.976633	32.628215	32.354166	33.618890	32.888308	3.091120	2.396749	3.010043	3.096649	3.888094	6.293688	4.220614	3.374196	3.679607	4.238561	4.413920	24.106766	-3.474054	-13.223833	
4992000	35.154424	44.740941	45.769882	32.906620	44.966379	37.029368	42.605205	32.363861	42.605205	44.740941	44.740941	1.585951	3.375796	1.345917	4.060129	3.539892	1.020796	1.562656	1.585951	1.562656	3.375796	3.375796	10.584859	-3.427294	-24.465326	
4994000	47.879152	47.345913	42.108615	47.586605	46.986846	46.477488	44.618978	42.439377	42.572306	42.926784	47.271210	3.061351	2.369183	1.190823	2.370091	2.080241	4.878164	1.363100	2.200724	1.576833	1.756933	4.891804	32.784417	-4.467263	-11.151366	
4996000	44.168439	49.889157	45.976925	42.862704	51.014199	41.874161	45.512072	44.168439	45.463346	49.559380	44.703938	1.263166	1.479824	1.883010	2.049580	2.304879	2.748134	2.282913	1.263166	2.352008	2.304879	1.949967	25.580049	-3.589610	-25.090340	
4998000	41.803522	55.518276	46.480379	42.051498	50.165484	44.183995	51.043491	45.249514	44.183995	43.781435	44.183995	0.853690	0.953036	1.616921	2.234382	1.559063	4.934673	1.992670	2.358062	1.077636	1.461237	1.077636	11.905935	-3.351271	-9.747242	
5000000	41.803522	55.518276	46.480379	42.051498	50.165484	41.359237	51.043491	41.359237	43.456993	44.281542	43.456993	0.853690	0.953036	1.616921	2.234382	1.559063	3.926409	1.992670	3.926409	3.018678	4.978165	3.018678	-1.355450	-4.906136	-13.137835	
5002000	26.594175	41.592080	30.527385	29.243405	40.287282	29.191252	28.642244	29.705608	30.285060	27.619448	27.537432	2.262511	0.894519	3.351430	3.943569	0.824827	0.757095	3.444535	0.872959	1.990895	1.674012	2.438324	7.011008	-3.720423	-10.941783	
5004000	38.803592	41.262553	48.761725	43.606157	39.924285	41.962087	49.595954	43.606157	39.539524	42.865093	41.962087	4.245516	4.448618	3.356161	5.243038	5.582272	2.563463	1.146443	5.243038	3.872483	3.949067	2.563463	22.694240	-3.383645	-22.037984	
5006000	54.137710	53.982909	49.450755	52.860421	53.269455	51.976392	45.527847	53.387044	52.048493	53.019358	54.917931	1.128428	1.890936	2.605376	3.163781	2.021084	1.447693	1.754997	1.565017	2.612205	1.030509	2.453365	5.328816	-3.902606	-12.524668	
5008000	45.637139	60.159661	61.183225	48.572371	61.122126	60.606684	61.459953	60.606684	62.531655	60.216665	57.338456	4.801426	6.590703	1.767453	1.387500	6.276314	2.558349	2.295389	2.558349	1.374665	2.227185	2.470442	15.502267	-3.232740	-13.013399	
5010000	59.615492	58.110635	60.530469	60.325385	56.576737	58.755326	59.726624	57.615604	60.436470	58.755326	58.755326	1.849713	6.675555	1.779927	2.229914	2.328439	5.506907	3.725595	6.079653	3.732779	1.363087	5.506907	16.366473	-3.223530	-21.760144	
5012000	63.421692	60.767656	59.457021	61.490105	61.761103	59.910127	57.643887	59.910127	56.443498	62.293996	62.705956	3.044332	4.497064	2.513075	4.739720	1.005196	1.504801	3.681277	1.504801	3.507683	4.965789	1.274710	32.469173	-4.418000	-13.829906	
5014000	65.078427	63.069010	67.822227	67.425481	71.735717	68.310512	70.357544	68.795754	65.563445	71.796880	65.949912	1.504257	1.687546	1.960347	5.762724	4.292145	7.379109	2.649084	6.650534	0.980604	4.698497	0.468578	29.450986	-3.996659	-11.675883	
5016000	55.896820	51.801560	50.996766	53.828649	50.047027	55.169561	53.546880	55.896820	52.470337	51.801560	54.347892	2.968540	0.939983	2.101653	1.033508	1.322199	2.265029	2.227452	0.827013	0.747908	1.576312	2.311465	29.125479	-3.956660	-20.620119	
5018000	54.728438	49.487547	51.539642	51.924487	53.623890	56.972643	53.041544	56.280577	47.470917	52.660831	57.508757	5.937018	1.108709	1.416008	6.342253	3.449400	8.433376	0.351867	10.146380	2.097719	3.701233	7.494916	32.227730	-4.380942	-14.345273	
5020000	54.728438	49.487547	51.539642	51.924487	53.623890	55.215857	53.041544	60.826881	47.470917	52.660831	56.972643	5.937018	1.108709	1.416008	6.342253	3.449400	7.657095	0.351867	3.808812	2.097719	3.701233	8.433376	32.227730	-4.380942	-13.604451	
5022000	57.253475	53.450063	48.906659	57.647851	52.984346	55.879960	45.188560	57.438577	48.906659	52.984346	56.710643	1.551715	1.555626	8.250361	0.511807	1.528206	4.133274	11.427794	2.269605	6.076979	1.528206	4.034856	20.974359	-3.300501	-34.427894	
5024000	46.729551	45.432909	51.421068	48.895807	50.050639	50.967121	49.769379	48.895807	52.120519	49.008893	52.120519	1.386992	1.243714	1.897131	4.012058	4.395303	2.010240	1.374352	4.012058	0.712650	1.053166	0.712650	22.033636	-3.348211	-16.342012	
5026000	50.291116	47.558360	44.772022	49.522529	48.340983	46.086185	44.810867	46.086185	47.959655	50.601797	47.045074	0.533895	0.688960	4.466893	1.930364	4.620975	1.540194	2.016564	1.540194	1.905759	1.089569	2.242247	17.989359	-3.226418	-11.643317	
5028000	59.985814	48.006491	51.778466	60.956458	49.678333	48.584192	51.115233	59.910595	51.115233	51.324247	51.115233	1.339200	1.465042	2.325039	2.689254	2.043637	2.598715	2.599138	2.379294	2.599138	3.811262	2.599138	15.587543	-3.231499	-19.167808	
5030000	60.682530	54.581641	58.781985	61.377620	56.253617	60.682530	55.048052	60.685761	58.781985	57.876106	58.788848	1.432111	3.435993	4.782004	2.272886	3.387159	1.432111	2.135803	1.472039	1.299579	2.339609	3.090891	21.446944	-3.320400	-16.949225	
5032000	50.872887	48.006476	45.988454	51.594290	47.746196	47.942465	47.942465	51.594290	47.942465	48.006476	47.942465	1.933406	1.543172	0.378837	1.377998	3.793426	1.597179	1.597179	1.377998	1.597179	1.543172	1.597179	7.926992	-3.633121	-15.615102	
5034000	50.872887	48.006476	45.988454	51.594290	47.746196	47.942465	47.942465	50.319618	51.917717	46.491444	49.716026	1.933406	1.543172	4.315485	2.143463	3.793426	1.597179	3.135449	1.257244	1.683300	2.087624	1.683300	4.770819	-3.969288	-16.371511	
5036000	57.541154	46.499176	56.442121	59.173759	46.968887	57.547654	58.399533	57.342898	53.373884	53.112162	56.762527	3.592552	2.087624	4.008330	2.374123	3.630424	3.220089	1.703818	2.678831	3.560428	2.884811	4.556599	11.644391	-3.364936	-20.401750	
5038000	53.494835	57.077312	52.423475	52.950412	56.502373	55.930587	54.688164	58.754231	54.688164	55.930587	55.930587	1.354193	3.609173	1.393942	2.650052	1.763145	4.571879	1.195957	1.198033	3.171580	0.949642	4.571879	22.685440	-3.383145	-13.925586	
5040000	54.182847	51.166682	46.379076	53.655027	51.616755	55.276765	49.466034	54.182847	49.466034	51.166682	50.166762	1.996605	3.332853	1.482059	1.071341	1.791356	0.653277	1.838276	1.540673	1.838276	3.332853	2.343948	10.744441	-3.417184	-23.000890	
5042000	58.428392	61.968602	62.195896	65.217195	63.819424	62.222471	64.306256	58.074147	64.306256	63.819424	64.428707	5.715910	1.784608	2.386785	4.475841	3.745339	4.795041	2.762737	0.637097	2.762737	3.745339	3.146365	13.264364	-3.291298	-23.425858	
5044000	60.386782	61.315872	67.055933	59.209337	60.585811	59.622532	64.157425	58.195077	57.458576	57.359648	62.571733	1.265722	4.802248	2.260871	1.092111	1.285268	5.678240	2.254984	5.507010	1.603432	3.901154	3.305465	27.179964	-3.739682	-11.564364	
5046000	43.280064	61.315872	67.055933	46.819495	60.585811	45.144679	64.157425	47.249051	57.458576	57.359648	47.071741	1.593656	4.802248	2.260871	1.567141	1.285268	5.104976	2.254984	5.275583	1.603432	3.901154	4.363994	6.386031	-3.784805	-10.736401	
5048000	47.495928	49.764883	56.539783	48.452037	47.669981	46.002076	56.961179	46.002076	46.091356	47.680916	46.091356	0.552355	3.378544	1.003951	2.281067	4.282748	1.147377	1.143970	1.147377	3.350593	5.183206	3.350593	17.184541	-3.221694	-17.640160	
5050000	47.897368	41.927541	42.897963	48.949040	42.626254	36.148527	38.066146	33.889438	41.968506	42.803268	36.440050	4.708482	3.169109	2.447422	2.216372	3.376040	1.642522	0.974261	2.503339	3.233022	2.412829	3.586610	12.681739	-3.314761	-8.295175	
5052000	38.262604	41.927541	40.066250	39.049766	42.626254	36.359977	43.957940	39.049766	40.066250	36.359977	36.359977	0.984501	3.169109	1.741606	2.058415	3.376040	0.573711	2.852737	0.862831	2.718616	2.157368	0.573711	20.884929	-3.296987	-13.031950	
5054000	38.262604	41.927541	40.066250	39.049766	42.626254	36.359977	43.957940	39.049766	40.066250	36.359977	36.359977	1.728255	3.169109	1.967571	2.821052	3.376040	0.573711	1.193324	0.862831	2.718616	2.050429	0.573711	16.288381	-3.224056	-12.542588	
5056000	38.262604	41.927541	40.066250	39.049766	42.626254	36.359977	43.957940	38.262245	40.066250	36.359977	36.359977	1.682708	3.169109	2.606129	5.003666	3.376040	0.573711	1.853989	2.715875	2.718616	3.284009	0.573711	34.612515	-4.772527	-14.489190	
5058000	38.262245	36.359977	40.066250	39.119517	34.857549	36.359977	43.957940	38.546770	40.066457	36.359977	36.359977	2.753859	2.263181	1.308711	3.395631	1.750117	0.573711	4.935760	2.649087	1.015976	2.674417	0.573711	34.399706	-4.735272	-13.365978	
5060000	39.086122	36.359977	40.066250	38.546770	34.857549	36.359977	43.957940	38.546770	40.066457	34.015602	40.073566	1.871171	1.778965	1.308711	2.644767	4.762192	0.573711	4.935760	1.393179	4.077647	2.239367	2.006494	13.288871	-3.290386	-10.647719	
5062000	50.519187	36.359977	40.066250	48.248705	34.857549	48.230477	43.957940	48.248705	47.671037	45.978658	46.088010	1.093439	1.778965	1.308711	1.399784	4.762192	1.399784	4.935760	1.399784	2.120136	1.816328	1.522522	10.957597	-3.404077	-13.978612	
5064000	47.051911	45.687444	42.424795	46.027764	43.438591	42.886496	41.682397	46.027764	42.828669	43.442881	42.886496	3.451018	2.187378	2.863977	3.557045	0.800970	5.407694	2.025544	3.557045	2.693805	2.088082	5.407694	10.156618	-3.455683	-21.605409	
5066000	50.754584	45.347418	47.786924	50.356230	44.506279	46.472392	47.708616	50.754584	47.791945	46.884691	46.858351	3.923352	1.678135	2.535154	3.432348	4.412678	0.615112	2.191594	3.923352	3.876312	4.016691	3.992579	24.697357	-3.517770	-20.344359	
5068000	62.644664	59.123295	62.504741	61.900098	59.516574	61.748534	64.261525	61.748534	63.629787	61.434036	60.826517	3.674894	0.448602	0.754254	3.028171	0.563730	2.110174	1.730391	2.110174	0.954971	0.984191	1.787470	30.224600	-4.095974	-13.625377	
5070000	59.375685	62.150005	62.653628	58.932014	66.000746	59.375685	61.620923	59.375685	59.747230	62.150005	59.747230	1.505606	4.994332	1.968199	1.770763	1.695079	1.325949	2.193012	1.325949	1.871496	2.391210	0.769188	29.767401	-4.036556	-18.195963	
5072000	63.112951	63.452413	57.186085	63.446498	60.326782	60.277428	56.669987	62.824413	57.190908	61.245763	56.262753	2.740781	1.797120	1.539735	4.411235	2.900986	1.576498	2.343775	2.021938	2.803610	2.805433	3.210532	29.273844	-3.974760	-14.206565	
5074000	63.112951	63.452413	57.186085	63.446498	60.326782	59.770516	56.669987	61.914196	58.784143	59.770516	60.490833	2.740781	1.797120	1.539735	4.411235	2.900986	0.959096	2.343775	1.880733	5.003744	0.959096	1.830155	12.199962	-3.336725	-8.746522	
5076000	53.455799	50.749609	53.988420	53.478494	50.731417	50.731417	56.473277	53.632065	56.793077	50.028512	50.731417	3.851601	2.278613	2.755754	0.626187	1.675209	2.167989	1.070877	3.982566	2.893353	1.412697	2.167989	15.479983	-3.233076	-18.124826	
5078000	70.587923	54.679991	63.158451	65.789065	55.232872	59.694227	61.925162	70.022788	63.100221	61.629048	60.558318	1.449691	1.058570	0.544686	3.140360	1.607782	1.350551	1.713510	2.654833	1.904095	1.493000	1.713510	1.009800	-4.499956	-20.738112	
5080000	52.277846	54.832623	50.975890	53.883082	53.361910	54.832623	53.361906	52.317287	53.361906	54.832623	54.832623	3.349994	1.187622	2.193467	2.163431	1.196189	3.312188	1.208876	2.556419	1.208876	1.187622	1.187622	8.948569	-3.545651	-23.063026	
5082000	52.337041	60.243576	56.779665	49.051896	61.693437	57.871786	58.024158	60.456342	58.435930	61.693437	58.435930	4.910579	1.221666	0.480525	4.180348	2.396115	6.358905	1.847632	0.797661	1.042076	2.396115	1.042076	13.336533	-3.288629	-19.422980	
5084000	67.615693	67.546391	56.779665	68.638375	68.797780	69.013042	58.024158	69.304902	64.427757	64.627012	62.696254	1.972470	0.993517	0.480525	1.540050	1.620350	1.635142	1.847632	2.055953	0.675102	2.659059	2.222172	21.740561	-3.333888	-9.161550	
5086000	49.531284	65.248650	60.586634	50.556307	63.531171	52.763469	57.629657	50.157682	57.759601	64.859034	52.749117	3.255039	1.410711	2.034362	1.275160	1.404962	3.617509	1.316557	3.637261	0.807613	3.115936	1.892140	23.792745	-3.452231	-8.925956	
5088000	62.429587	55.729993	59.121959	62.324761	58.043112	62.102572	59.014698	62.451248	59.121959	58.043112	58.802071	3.424081	4.699469	0.966260	1.528361	1.332882	0.819371	1.534928	3.315148	0.787516	1.332882	1.453729	22.741862	-3.386369	-22.552531	
5090000	58.442658	59.701646	62.871447	58.060749	63.208842	60.830289	64.543983	61.444551	63.230936	61.461935	60.116996	0.489838	3.401839	9.870447	2.211457	0.473678	2.596727	0.592343	0.777509	0.945869	2.392528	2.947779	23.482634	-3.431646	-8.556040	
5092000	68.549465	51.966625	50.178200	64.620893	55.939682	48.807385	50.773380	49.557477	49.233586	49.416574	49.605488	4.252881	2.439454	2.727288	3.700664	1.745306	1.503980	2.854038	1.522743	1.673360	0.886726	1.585405	37.269785	-5.275845	-9.300873	
5094000	53.366616	59.785880	53.362290	53.107645	58.353017	53.712456	53.017297	53.366616	53.362290	58.353017	53.712456	0.750808	1.210774	1.944251	5.488954	1.212006	2.492036	1.260538	0.750808	1.180854	1.212006	2.492036	31.277031	-4.240692	-22.860200	
5096000	44.233132	41.867965	42.816409	45.047481	41.696132	47.562292	42.393294	48.409444	38.943623	39.750184	47.562292	0.700232	4.446255	1.570505	0.897949	3.777454	1.076591	4.025884	1.563789	1.871543	0.786054	1.076591	13.493416	-3.283004	-11.629157	
5098000	47.947445	49.042383	49.246419	48.468954	48.253198	49.136523	47.387802	47.947445	50.413928	46.206418	50.413928	2.391468	0.886526	3.226868	2.281549	1.709378	3.150910	3.144912	3.056320	2.286514	0.967309	3.762571	10.107265	-3.459073	-21.034206	
5100000	49.520725	47.619310	52.964577	51.575293	48.206228	48.075681	53.793435	51.107882	56.494230	47.591260	47.824549	0.849784	1.063079	1.381343	1.443159	0.786741	0.988900	3.399462	2.080303	3.084528	1.138351	2.751320	17.457366	-3.222570	-7.669341	
5102000	45.521074	41.266742	52.964577	44.949434	40.649452	43.919964	53.793435	45.663146	43.251748	43.756588	43.416284	4.070096	2.424375	1.381343	1.138857	2.745999	4.976201	3.399462	4.271923	3.453276	1.891289	3.338781	23.580967	-3.438069	-10.336621	
5104000	40.337589	52.602389	36.655988	42.432207	56.156451	42.432207	35.728091	42.432207	36.655988	38.698858	38.698858	3.369274	1.084636	0.803940	1.463930	3.167671	2.251102	2.279772	1.463930	0.803940	2.275315	2.275315	6.519975	-3.770678	-18.559452	
5106000	46.270363	46.865366	49.884988	47.530269	45.099496	54.437138	50.901259	47.535779	52.689760	50.398738	50.947431	1.068231	2.177658	4.777450	5.170689	5.806389	5.267876	3.982893	5.333515	1.243052	0.516452	1.501569	19.079610	-3.243148	-7.362933	
5108000	46.429108	46.865366	49.008037	46.021489	45.099496	50.194340	49.285631	52.653548	48.994283	49.849140	50.194340	1.107451	2.177658	1.911785	0.851543	5.806389	4.558285	0.504065	3.767995	4.501651	1.953932	4.558285	23.535142	-3.435064	-9.756805	
5110000	49.521524	56.939307	51.565247	56.460031	57.479320	56.793758	51.153403	49.817475	54.979232	56.939307	56.398324	1.191273	0.855985	3.756575	2.427119	0.623376	3.575321	2.799139	2.427119	2.736483	0.855985	1.355907	16.250902	-3.224329	-23.503818	
5112000	55.532682	63.235712	59.534508	57.638128	65.342987	57.371932	59.086045	58.528391	56.470803	58.935059	58.935059	5.254588	3.000097	1.814987	0.809024	1.072021	1.477296	2.213077	0.809024	1.045407	1.588590	1.588590	33.333444	-4.555431	-23.779222	
5114000	55.382841	48.831264	57.757260	55.967018	49.372868	52.466778	54.682279	55.441824	49.576979	48.831264	48.831264	2.161452	1.596935	3.023241	3.894054	1.724705	3.023241	2.954066	1.029509	1.295440	2.581786	3.043406	25.054262	-3.545879	-13.782382	
5116000	53.016749	48.831264	57.757260	55.787601	49.372868	55.787601	54.682279	55.787601	57.269880	60.262937	57.269880	3.344538	2.203609	3.023241	1.492155	1.043877	0.628409	2.954066	0.628409	1.343099	2.638411	1.153169	18.708555	-3.236119	-11.571938	
5118000	56.217294	48.831264	57.757260	57.263702	49.372868	58.944036	54.682279	56.823471	58.424461	56.864268	56.466040	6.955084	2.203609	3.023241	4.645164	1.043877	8.201798	2.954066	4.711320	5.053089	1.976860	7.277257	3.117046	-4.185206	-14.119859	
5120000	58.571483	48.831264	57.757260	56.335241	49.372868	56.355942	54.682279	56.335241	58.324370	57.879744	57.879744	1.269183	2.203609	3.023241	2.602191	1.043877	2.602191	2.954066	2.602191	3.125082	2.019756	2.019756	-5.278793	-5.703247	-17.548531	
5122000	34.581291	39.996561	37.958167	36.644865	38.936426	37.421126	41.243034	36.928970	41.045898	40.075719	37.421126	4.054624	4.369592	1.767557	1.851069	1.849846	1.544935	4.003461	1.819065	1.936420	2.920073	1.544935	7.971857	-3.629060	-13.353676	
5124000	58.261613	55.498959	52.985982	56.339441	55.738329	52.279053	54.868957	50.631714	53.569158	55.768291	52.279053	3.143506	4.221115	0.773692	1.627581	1.144448	2.804099	2.767935	1.237740	2.574868	1.210196	2.804099	19.979716	-3.265917	-12.121814	
5126000	45.200823	43.699041	45.249543	45.661899	46.214900	43.699041	47.469180	45.200823	47.296739	43.699041	43.699041	1.642349	0.651602	3.267468	3.495836	3.226560	0.651602	1.329877	1.642349	5.839512	0.651602	0.651602	11.851677	-3.354050	-24.723629	
5128000	42.174480	43.699041	44.003466	41.964192	46.403688	43.768537	43.693041	42.428912	43.021765	45.233269	43.768537	0.623500	1.276227	5.112661	3.770321	3.226560	3.898413	2.758872	4.115854	6.684550	3.201273	3.898413	13.117134	-3.296907	-21.089278	
5130000	46.610523	50.098825	46.391289	47.787758	50.587210	68.274173	47.740422	68.537705	68.059454	69.308430	69.701013	1.646093	1.484377	8.101714	0.843984	6.450291	5.502825	3.121398	4.506005	2.073203	1.714633	1.365531	9.818032	-3.479427	-12.350482	
5132000	68.039955	64.027174	63.218243	69.997950	64.610522	64.533492	63.144152	68.039955	60.546317	58.513373	62.885644	1.361861	2.606163	3.899074	1.983694	2.473728	5.123876	3.501261	1.361861	3.100114	3.350599	3.100114	14.685261	-3.248314	-23.145043	
5134000	62.980227	62.486102	65.770672	59.954089	63.984179	59.276884	66.951002	60.376831	59.000100	61.436962	59.324934	2.026303	0.953003	0.942500	5.529908	2.606111	5.492084	0.278445	4.708971	0.987096	1.067177	2.224954	24.437620	-3.498115	-11.119889	
5136000	70.778518	66.847123	68.001060	69.954013	70.303542	68.182812	69.301099	67.395122	67.994822	70.303542	69.301099	1.448852	1.255941	3.180574	0.746967	1.706061	2.342884	2.033669	3.851458	1.149649	1.706061	2.033669	32.033410	-4.351541	-24.317914	
5138000	68.063077	66.246880	65.043641	65.222764	73.332269	55.529250	64.926490	56.429440	54.309181	55.529250	55.529250	1.756249	3.717857	5.565064	1.942714	1.706061	3.550302	3.381601	3.747044	3.162810	3.550302	3.550302	5.495502	-3.883291	-9.409191	
