n_gen	99_mu	37_mu	60_mu	114_mu	18_mu	-1_mu	73_mu	-5_mu	-4_mu	-3_mu	-2_mu	99_sig	37_sig	60_sig	114_sig	18_sig	-1_sig	73_sig	-5_sig	-4_sig	-3_sig	-2_sig	node.brow_mean	node.current_brow_mean_ln_prior_density	ln_posterior	
1174000	62.317466	57.551844	58.773200	59.068372	57.736738	58.080946	58.449578	55.170214	58.200160	57.551844	57.551844	1.395606	5.139746	4.057069	2.285624	1.771002	1.859640	3.717998	3.413786	3.820519	5.139746	5.139746	24.208253	-3.481318	-17.308205	
1176000	54.852198	49.071917	53.453524	55.823352	51.586594	54.788189	55.089092	49.276659	53.453524	56.089322	53.453524	1.706658	1.397653	0.690085	2.078436	2.372839	0.752119	0.597540	1.891690	0.690085	3.761742	0.690085	27.700195	-3.793994	-12.187987	
1178000	40.442245	44.899755	43.359914	41.448103	44.898854	41.448103	44.120439	41.456781	44.999286	42.793143	42.793143	1.084470	2.728522	2.294769	2.828966	3.851788	0.609841	1.957297	1.471498	2.908018	1.405471	1.405471	14.489718	-3.253031	-16.856235	
1180000	50.718201	51.704081	50.103773	50.061917	50.936572	48.287621	52.081471	50.028144	54.063583	50.651707	51.117834	12.182919	2.468749	4.397336	3.833101	2.948782	2.667993	1.129138	1.096578	7.788385	1.942425	2.954949	26.889242	-3.710509	-8.319907	
1182000	42.837734	42.832416	47.833852	42.466271	46.217544	41.808158	52.542915	40.032516	38.641091	39.266105	37.797974	2.904398	1.463622	0.934534	2.500754	0.370295	1.839350	4.748374	0.947209	2.196951	1.461267	1.499379	32.064509	-4.356221	-8.762503	
1184000	52.176890	47.570461	60.161477	51.257580	47.345490	50.924511	62.458987	51.014542	61.459620	47.467769	52.228909	3.761335	1.421583	1.114230	3.752709	3.034223	1.479320	1.306931	1.901551	1.210136	1.105780	0.576378	31.205475	-4.230501	-17.412499	
1186000	47.060790	38.991871	47.887577	44.642962	40.902997	35.718887	49.985382	36.109253	50.000196	37.913018	36.884855	1.980797	2.704946	0.948083	2.786676	2.881569	3.623778	2.156099	0.839530	0.642802	3.176837	0.637382	22.338615	-3.364028	-9.163238	
1188000	33.435653	35.167894	47.887577	35.718887	33.884603	35.718887	49.985382	33.435615	35.520181	35.468228	33.884603	2.627946	0.806541	0.948083	2.816388	3.042613	2.024403	2.156099	2.591972	1.170376	1.688237	3.355320	18.862470	-3.238868	-10.557035	
1190000	50.922609	48.527840	51.550063	51.813462	47.553294	47.634818	50.323843	46.790604	53.159882	48.589716	51.550063	4.673199	5.093236	6.351485	5.183210	3.092597	5.599083	9.227460	4.038568	6.444205	5.546857	6.351485	15.178759	-3.238108	-19.112896	
1192000	49.276115	55.062557	44.839923	51.361609	52.801200	50.785083	45.303403	49.271023	49.979270	49.428511	49.428511	4.154400	3.327594	1.641081	3.356853	3.169576	3.307006	0.352038	1.304487	4.234494	5.268913	5.268913	14.164413	-3.261726	-20.346116	
1194000	48.121573	50.153134	48.109736	47.659928	47.461186	45.922853	47.235087	48.121573	43.716378	42.408696	43.318168	2.147982	1.749955	4.825344	1.243896	1.369281	1.001644	7.125087	2.147982	1.404974	0.883559	2.007191	19.353089	-3.249209	-16.000197	
1196000	33.082570	50.153134	48.109736	33.637851	47.461186	34.094108	47.235087	33.637851	32.932521	34.094108	34.094108	2.457432	1.749955	4.825344	2.334096	1.369281	0.671054	7.125087	1.682852	1.741346	1.012512	0.671054	13.961344	-3.267691	-12.068873	
1198000	33.082570	50.153134	48.109736	33.637851	47.461186	34.094108	47.235087	33.637851	32.932521	34.094108	34.094108	1.074503	1.749955	4.825344	2.525649	1.369281	0.671054	7.125087	1.682852	1.310513	1.596939	0.671054	23.346287	-3.422900	-11.889047	
1200000	33.082570	50.153134	48.109736	33.637851	47.461186	34.094108	47.235087	33.637851	32.932521	34.094108	34.094108	1.523626	1.749955	4.825344	1.426115	1.369281	0.671054	7.125087	1.682852	1.953037	1.295721	0.671054	26.900669	-3.711640	-11.560572	
1202000	32.695927	36.488504	35.633424	36.548787	36.207659	34.681890	36.722314	35.940813	31.887987	35.872390	32.481645	2.365537	0.961723	3.857614	2.356081	2.950572	1.655780	0.722130	1.908860	3.894318	0.613720	1.270312	14.875909	-3.244082	-8.440240	
1204000	48.013609	39.053184	48.367386	43.431763	40.641460	42.240299	42.347465	47.688984	42.320124	39.053184	42.240299	1.894594	2.429951	2.269792	2.718812	3.610238	1.711810	2.057042	4.488568	2.057042	2.429951	1.711810	16.928849	-3.221549	-22.385792	
1206000	33.344810	41.335478	47.446004	38.813645	42.538713	44.341212	45.454733	34.197701	45.454733	41.335478	40.915922	1.545701	3.958480	1.697123	2.942125	5.844997	3.076075	2.140654	0.639402	2.140654	3.958480	1.620698	12.025252	-3.345264	-24.486216	
1208000	36.613091	37.770101	41.676807	39.888085	41.163736	42.125205	43.231474	37.488079	41.676807	41.163736	41.163736	1.818408	1.183617	1.449978	1.058524	1.557784	1.526197	1.395591	0.900673	1.449978	1.557784	1.322336	6.702855	-3.751680	-14.100132	
1210000	42.783291	43.062056	40.962368	47.662439	46.805596	39.124072	39.942456	39.835358	36.448517	39.006176	39.124072	1.975939	1.515725	0.485326	1.752167	1.800029	2.923265	1.140450	3.280276	3.078134	3.912107	2.923265	26.178105	-3.642712	-14.683737	
1212000	34.252649	43.313688	40.424432	32.438897	39.793769	41.558072	39.588568	35.455910	39.607713	39.920169	39.588995	2.721838	6.792151	2.084355	4.783833	3.956721	1.256693	1.073617	2.322974	1.231932	1.394016	2.098748	27.663715	-3.790098	-13.917981	
1214000	32.981593	32.393624	37.050598	29.733618	36.119947	33.464728	37.104337	32.981593	36.761543	38.247040	33.464728	1.200701	2.691088	2.279073	1.947335	2.564997	1.194268	3.000978	2.115831	2.397026	1.226327	2.321767	18.749329	-3.236824	-10.761121	
1216000	36.811459	32.393624	37.050598	34.535541	36.119947	33.677820	37.104337	34.535541	36.761543	38.247040	33.677820	1.057233	2.691088	2.279073	1.618113	2.564997	0.764170	3.000978	1.618113	2.397026	1.226327	0.708674	20.921357	-3.298409	-11.777356	
1218000	42.684688	41.694613	44.641099	45.695374	39.033556	45.595981	42.352988	45.695374	44.641099	47.405227	46.326948	1.375622	4.066913	1.177233	2.371346	0.596921	2.256627	1.393895	2.371346	1.177233	2.026499	1.314342	9.965798	-3.468924	-18.106674	
1220000	35.100889	37.814780	45.294245	34.722444	38.934164	35.727824	44.913216	35.316798	36.452886	38.530413	36.452886	1.435237	1.487898	2.950552	3.664478	1.664682	5.321659	1.939461	5.321659	2.798070	2.821899	2.798070	11.456274	-3.375188	-15.626880	
1222000	32.666366	32.424028	37.880230	30.712779	33.460508	30.271639	38.543166	30.549089	32.502406	32.001078	30.271639	1.904437	0.864294	4.370745	2.026020	1.992287	2.002345	2.794410	3.451974	0.958958	3.077051	2.002345	5.097717	-3.929845	-17.191268	
1224000	31.377531	32.424028	37.880230	29.891454	33.460508	32.966873	38.543166	29.891454	32.502406	32.001078	31.285414	2.772384	0.864294	4.370745	0.949102	1.992287	0.949102	2.794410	0.949102	0.958958	3.077051	2.029896	8.391898	-3.592021	-15.092767	
1226000	37.950132	31.682917	34.272765	38.751745	32.727238	32.108429	34.864311	38.188699	33.540559	31.635546	31.752692	2.631856	0.786786	2.108388	3.062307	0.793017	2.722856	6.297074	4.536647	3.802939	2.040477	3.125752	21.058489	-3.303880	-9.543805	
1228000	45.035013	38.963058	39.054964	42.543975	36.441410	38.166533	39.027501	34.052853	38.629256	40.024320	38.166533	4.802928	2.363029	1.434405	3.622150	1.042836	2.181589	4.524714	0.941563	3.871326	2.199104	2.181589	17.581077	-3.223212	-13.959605	
1230000	52.952528	41.656851	42.505717	49.952118	43.687870	52.093341	42.212001	53.263537	46.914612	47.163877	52.011970	5.103756	2.377132	2.784607	5.123714	1.717574	1.831816	4.635085	1.125603	2.176793	1.909545	2.060662	15.935985	-3.227184	-7.317149	
1232000	54.829661	57.908386	51.329540	56.645942	57.904886	53.815434	47.981585	53.906226	59.908041	56.791835	53.783593	1.693083	3.278653	3.778790	3.182024	4.027658	7.348565	2.844178	5.517903	1.550589	3.894390	7.348565	11.594602	-3.367615	-18.369771	
1234000	49.188416	43.752109	40.505718	44.492589	43.631316	41.204881	43.125985	43.940974	42.804990	43.631316	43.125985	1.821848	1.352610	4.726754	1.532997	0.988596	5.104138	1.680848	1.360046	4.211363	0.988596	1.680848	-2.989828	-5.219490	-24.590302	
1236000	28.040409	41.147415	43.720438	27.566825	46.790119	35.436572	42.566370	35.346096	35.249980	36.796909	35.946151	2.603889	1.328806	3.038383	2.674894	3.370919	6.273565	5.311142	2.949290	4.978921	5.432209	2.409555	-3.454098	-5.313374	-14.271303	
1238000	46.058342	44.175135	40.961871	46.728818	44.237044	46.762891	43.669096	45.900134	44.756325	44.175135	44.175135	2.675192	2.254392	1.970855	3.024729	2.299646	2.793183	0.575401	2.647842	1.970855	2.254392	2.254392	-2.900703	-5.201714	-26.494221	
1240000	43.122118	51.068075	52.928721	46.222594	51.989027	47.436334	50.661236	43.584855	50.661236	51.989027	47.436334	2.393579	5.765146	3.965461	5.725548	2.112914	1.270301	4.908753	2.506924	4.908753	2.177360	1.270301	14.005400	-3.266362	-28.801538	
1242000	48.515115	57.277461	62.088761	45.964627	56.701971	56.372424	57.616686	45.502162	57.616686	56.701971	55.743347	1.638407	3.689044	5.183700	1.765894	1.265575	0.966866	3.569491	1.355685	3.569491	1.265575	3.569491	28.571520	-3.891024	-18.053377	
1244000	50.429272	56.991141	58.649752	50.238004	57.710050	56.371827	58.911514	59.709509	57.895779	57.871233	57.450575	1.716174	1.755325	2.050610	2.142536	1.330150	3.425196	1.334130	3.382293	3.173469	1.504842	1.985094	41.876778	-6.315794	-11.776182	
1246000	56.177025	56.991141	57.496694	58.710571	57.710050	58.710571	59.281876	58.710571	57.275563	52.579307	57.935218	2.902705	1.755325	3.576741	1.058553	1.330150	4.021681	3.757162	4.021681	4.075951	3.861283	2.274961	26.965981	-3.718127	-11.097940	
1248000	62.358379	56.991141	57.607502	62.553694	57.710050	60.465308	54.124641	62.553694	57.607502	58.078468	58.078468	1.088099	1.755325	0.588289	2.218012	1.330150	2.218012	0.600622	2.218012	0.588289	2.579127	2.579127	18.583676	-3.234064	-17.122962	
1250000	56.113261	60.489896	56.385619	56.504607	63.173078	56.504607	60.758290	56.504607	56.778986	55.145048	56.775772	5.935288	1.669627	0.531829	2.129772	2.641342	2.129772	1.139028	2.129772	1.163842	0.418707	3.404710	28.047814	-3.831795	-13.206397	
1252000	64.746575	51.761463	54.648849	64.697139	51.959574	65.042146	54.803413	66.382905	54.655539	50.789388	64.607366	1.966485	2.893276	4.499213	0.711627	3.803924	5.022881	1.415248	3.322166	3.476688	3.073475	5.923484	20.846282	-3.295493	-11.184096	
1254000	57.654203	56.590872	59.774818	60.690122	53.659314	59.634741	62.115623	58.977680	59.634741	52.963440	59.634741	3.634081	2.552155	2.649986	4.371825	4.196609	1.480929	1.480929	4.371825	1.480929	4.160319	1.480929	9.169933	-3.528073	-26.495032	
1256000	46.918715	49.102703	57.434269	49.696818	48.479319	52.788159	61.023104	52.788159	49.301848	48.305725	51.556173	2.790403	1.081062	2.841381	3.344916	2.151077	1.134330	3.170077	1.134330	1.648617	2.301530	1.059461	19.888707	-3.263247	-11.843306	
1258000	57.565412	59.617517	58.167000	53.138210	56.030136	54.854177	57.590688	53.103943	57.731428	55.626006	55.528559	1.949983	3.441346	2.093609	1.461871	1.148777	4.518591	2.184694	1.624358	2.564071	1.115015	4.471578	13.417414	-3.285698	-9.687652	
1260000	58.990281	62.734364	54.878621	58.754089	57.895014	57.616029	55.927080	57.805605	56.284767	59.031660	55.043742	1.595931	4.069219	2.898535	1.068801	3.250085	1.830774	3.143765	1.068801	2.898535	3.250085	2.596305	14.239802	-3.259617	-27.186858	
1262000	50.768741	58.028251	51.535592	51.026268	56.794308	49.404239	54.609291	49.122650	51.535592	52.774914	49.404239	1.018617	1.618890	3.511353	4.247116	1.652402	0.539586	1.173270	4.232529	3.511353	1.243052	0.539586	25.434780	-3.577251	-23.381889	
1264000	56.846603	47.390902	52.794847	53.873349	44.160185	58.254677	49.687765	56.822433	58.254677	57.759220	58.254677	1.603473	0.940895	2.604433	2.021629	3.404459	1.848220	2.345111	1.325409	1.198547	2.898321	1.570237	30.562147	-4.141183	-11.045907	
1266000	52.503579	58.488700	74.146466	53.876970	57.625107	74.325555	76.581888	69.542504	77.339923	58.537161	67.108705	0.489776	1.922248	1.819854	2.710282	1.920562	1.169416	4.034553	3.039754	4.167291	1.679153	0.735949	23.918165	-3.460829	-10.599282	
1268000	77.400923	58.488700	74.146466	73.422106	57.625107	73.231099	76.581888	72.498180	70.858810	66.840999	73.231099	2.168847	1.922248	1.819854	2.507961	1.920562	1.350953	4.034553	1.274508	4.173819	4.707322	2.590770	22.913239	-3.396356	-11.502417	
1270000	51.511146	61.707694	58.230667	55.472063	58.531919	56.585720	60.834612	53.820191	55.378205	50.687534	54.656044	1.727735	1.389483	1.771914	2.463484	2.347371	1.727735	0.774407	1.727735	0.760500	1.866590	1.866590	14.696232	-3.248060	-18.117146	
1272000	51.947166	52.437814	51.696709	53.423180	56.365577	51.947166	54.409016	51.947166	51.696709	52.437814	52.437814	1.497510	1.702087	2.879641	2.923499	0.624158	1.500014	4.144020	1.497510	2.879641	1.702087	1.702087	21.808226	-3.337119	-19.757583	
1274000	54.479915	58.099542	57.224827	58.636669	57.010518	58.377427	57.099531	58.909693	60.592178	57.185710	57.306276	2.597140	2.680507	2.571998	3.023046	1.425981	5.090725	2.645384	4.582840	2.793804	4.879700	7.025162	15.699960	-3.229974	-10.401349	
1276000	65.239370	63.453281	64.410913	65.193342	66.457438	64.406149	67.103490	64.423357	64.410913	65.686463	64.410913	1.880621	3.111499	1.100278	1.437377	4.419764	0.923385	1.331784	1.660710	1.100278	2.420553	1.100278	22.463193	-3.370756	-24.891723	
1278000	44.403296	49.062865	41.874079	47.342047	48.638565	43.005364	40.708326	42.289495	47.758533	44.771587	48.444126	1.737629	2.420532	0.588859	2.829189	2.684453	1.699979	2.505701	1.850199	1.945540	2.474552	2.188061	4.077429	-4.056488	-8.331876	
1280000	47.987219	50.885988	44.401548	49.432137	48.620348	45.916068	43.970037	45.916068	46.225724	48.620348	46.576235	1.033482	4.860492	1.520239	0.535411	3.874129	0.535411	2.311652	0.535411	2.324340	3.874129	2.324340	8.900491	-3.549534	-20.406130	
1282000	47.066827	46.182301	50.231635	47.340078	46.001506	38.557103	48.530810	38.282822	43.539094	46.294156	38.391119	3.379145	2.745753	1.739280	0.671976	1.734850	2.559451	3.028532	1.858559	1.979975	3.453844	2.421674	13.514799	-3.282257	-8.445732	
1284000	41.770728	38.299199	34.352636	41.190335	37.853478	35.312593	33.187638	41.770728	39.905164	40.035539	40.035539	1.986507	3.764583	4.318839	0.861166	2.559133	0.689923	3.065565	1.986507	2.377322	1.988451	1.988451	23.366934	-3.424213	-15.162360	
1286000	41.585263	40.176516	46.293961	40.725631	40.752133	40.725631	47.273692	40.725631	40.807567	40.077834	37.079514	1.342975	2.428714	1.579924	2.449691	2.186024	2.449691	1.613683	2.449691	2.371231	2.254808	1.672604	22.639156	-3.380524	-9.340175	
1288000	47.656975	43.422468	46.889941	38.458041	44.359108	46.541957	44.954471	45.634994	44.726154	42.719498	45.718320	5.743082	0.865024	3.535194	4.480822	0.803809	2.218079	3.670648	3.896534	2.669504	3.647137	3.075855	34.429751	-4.740505	-9.065674	
1290000	46.009757	47.786362	45.956386	46.665632	45.140251	43.625056	47.777649	44.110703	49.722012	48.586679	46.145288	1.600819	3.046100	7.139654	1.064091	5.675878	0.755747	7.943091	3.624700	2.060827	1.333395	1.856721	31.809291	-4.318099	-9.582787	
1292000	46.983423	36.624459	34.515234	46.533054	33.846783	34.055647	33.243672	34.055647	37.260240	33.846783	33.846783	1.666694	4.641342	3.634724	3.554091	1.281917	2.155217	1.861585	2.155217	3.136181	1.281917	1.281917	15.534415	-3.232263	-15.846660	
1294000	46.589825	36.861369	41.129614	44.178337	39.523629	46.074930	43.095793	48.611089	40.004818	40.338258	45.979852	4.784930	3.109220	1.337678	2.433902	3.843040	3.022547	2.326658	2.559911	2.683674	1.417209	3.008382	35.639335	-4.958648	-9.930153	
1296000	52.441631	46.654707	47.694673	53.047906	51.805919	53.047906	42.167393	50.530594	51.937387	50.202023	51.889205	3.922111	0.516669	2.507253	3.659265	2.156943	3.659265	1.791746	3.844655	0.893013	0.516669	0.516669	24.567567	-3.507864	-19.133425	
1298000	54.398542	47.338915	55.852547	54.756221	49.292996	54.156757	56.089835	54.398542	54.622839	55.843432	55.843432	7.492279	1.220135	5.111274	1.276793	4.502191	1.897778	4.535849	3.793147	1.998067	3.098201	2.217400	33.883200	-4.646736	-20.796485	
1300000	52.302266	56.562823	48.963463	50.731651	59.192188	54.477429	50.413478	52.302266	60.202100	58.108119	60.242760	1.621141	0.761577	1.529505	1.231582	4.181295	0.691656	4.083199	1.621141	3.858706	1.834305	3.964471	32.960699	-4.495243	-18.954436	
1302000	35.427658	42.122802	37.894755	35.700425	38.595514	40.829120	37.477453	38.804389	41.016413	42.923766	36.719148	4.358268	1.484446	1.138526	3.175614	1.615862	2.087770	1.387066	5.571314	1.027774	6.352671	0.968911	40.782493	-6.049558	-10.657184	
1304000	47.061497	42.372133	40.391351	47.954103	45.474116	45.474116	38.933093	46.139124	48.614637	47.449942	47.511169	1.789715	1.277546	2.648355	1.227695	2.707094	3.290172	2.647395	1.453243	2.700953	1.163042	1.893906	39.377268	-5.725234	-13.947717	
1306000	27.197580	42.372133	40.391351	26.382565	45.474116	27.086756	38.933093	30.514760	30.229866	31.876361	25.841942	1.113837	1.277546	2.648355	1.462728	2.707094	4.033076	2.647395	0.736573	3.388570	5.707035	11.325358	31.767764	-4.311958	-12.762761	
1308000	34.471518	42.372133	40.391351	36.489788	45.474116	36.489788	38.933093	36.489788	35.935741	36.156972	36.481804	1.312381	1.277546	2.648355	3.029949	2.707094	1.737992	2.647395	1.737992	1.799894	2.792025	5.261616	32.740207	-4.460294	-14.884059	
1310000	37.673716	42.833200	42.252801	37.364102	42.333279	36.983411	44.374751	37.599684	45.020386	45.009815	42.397565	5.081235	1.754091	2.312799	2.670954	2.277607	2.273770	1.110760	3.298565	3.072886	2.439567	1.498675	32.596090	-4.437714	-19.953428	
1312000	43.643063	46.213362	44.574545	43.883178	46.520631	43.345335	39.457105	42.339610	33.915864	49.011726	43.345335	3.968565	2.529500	2.383426	7.410927	4.956753	5.864801	1.907851	2.842129	1.910919	5.211990	5.864801	26.275128	-3.651664	-16.197591	
1314000	38.516095	33.671830	43.970627	39.165095	32.845565	39.909710	46.680280	41.810836	43.506989	31.383204	41.329673	5.455355	2.553805	1.234317	3.676186	1.647541	6.289132	3.890109	4.233614	1.611589	2.253733	3.482035	12.032179	-3.344920	-11.765274	
1316000	43.888223	43.579259	41.927605	44.612808	45.935111	43.888223	45.826815	43.888223	42.522755	44.262082	44.522275	0.892660	2.831080	3.028085	3.851085	1.940765	0.892660	2.505408	0.892660	3.311573	6.208570	5.607347	9.767387	-3.483077	-21.551559	
1318000	43.088185	43.203696	44.855413	44.987520	43.053341	42.477086	44.780967	46.713806	45.423869	43.053341	43.053341	3.304616	3.467310	0.870848	1.712454	1.316840	1.408353	3.310440	1.442994	3.718393	1.316840	1.316840	19.384818	-3.249960	-20.674719	
1320000	29.246520	41.443543	46.289158	32.486813	40.746863	31.594384	47.856446	32.486813	51.149557	36.096462	31.594384	2.317029	2.518847	3.689436	1.777954	2.783039	1.359472	1.021255	1.777954	1.458507	2.154543	1.359472	34.972447	-4.836568	-22.651354	
1322000	29.384450	41.443543	46.289158	32.137682	40.746863	32.137682	47.856446	32.137682	30.016568	31.561025	35.189868	4.143729	2.518847	3.689436	2.202033	2.783039	2.202033	1.021255	2.202033	1.359472	3.931956	0.518152	19.457203	-3.251713	-9.479202	
1324000	35.048074	41.443543	46.289158	33.534330	40.746863	42.546012	47.856446	42.882395	30.016568	31.561025	41.248190	4.437344	2.518847	3.689436	5.669080	2.783039	1.124086	1.021255	0.938990	1.359472	3.931956	2.526181	20.196240	-3.272603	-7.778658	
1326000	44.555520	41.443543	46.289158	44.443078	40.746863	45.897559	47.856446	45.846014	44.177135	43.481123	45.897559	3.074331	2.518847	3.689436	1.683047	2.783039	1.569643	1.021255	1.201293	1.051389	1.640490	1.569643	23.091114	-3.407032	-11.743441	
1328000	40.936887	49.551617	45.911042	39.030854	50.239331	46.560542	46.968601	39.030854	46.982484	50.241446	46.560542	1.839055	1.118568	2.735812	2.029227	1.857681	1.758939	1.758939	2.029227	3.341998	1.118568	1.758939	12.008547	-3.346097	-26.124604	
1330000	40.936887	52.983963	45.911042	39.030854	50.037145	46.560542	46.968601	41.038190	42.038899	56.144701	46.560542	1.839055	3.567555	2.735812	2.029227	1.061681	1.758939	1.758939	5.447535	3.341998	1.061681	1.758939	30.933451	-4.192229	-18.664810	
1332000	41.700873	44.101653	40.806084	40.467063	47.285910	40.463915	40.832292	40.467063	47.396982	50.023544	47.396982	1.319162	3.564066	1.149901	1.572387	0.890555	1.134139	2.701318	1.572387	2.980086	3.237216	2.980086	23.852813	-3.456329	-10.375959	
1334000	43.177367	46.810285	44.307814	41.682748	44.277427	40.463915	47.188389	43.177367	38.586139	37.940262	37.451681	4.434552	3.182294	1.406660	0.817490	1.628916	1.134139	0.986178	4.434552	2.074183	5.473641	4.811882	19.420147	-3.250809	-14.888997	
1336000	40.340712	39.531335	30.182898	38.802296	39.560109	38.392523	32.747094	40.422667	32.287621	37.237805	29.804694	5.205242	2.847179	2.554165	3.914621	3.922575	4.947151	1.636165	2.553799	2.739243	4.489630	2.901492	34.090893	-4.682017	-12.042268	
1338000	44.979195	46.387961	45.991965	43.579698	45.794754	42.669097	48.891903	42.496060	49.192219	46.672589	40.772745	4.065583	4.856880	0.596435	2.380016	2.136958	1.110036	0.559508	2.582543	1.202321	1.189578	4.236017	23.609863	-3.439975	-7.953658	
1340000	45.857663	43.055302	45.991965	47.180538	39.787660	44.257264	48.891903	44.584284	44.257264	43.053451	44.257264	3.917376	2.287591	0.596435	2.803598	3.812805	1.871319	0.559508	1.918547	2.790640	1.235654	1.871319	22.744988	-3.386548	-10.111205	
1342000	46.055614	54.706539	53.845446	44.879070	54.663273	59.887783	52.756512	61.241904	54.639355	57.947269	59.887783	1.395162	1.613567	2.253392	1.357617	2.876398	4.411000	2.605486	1.679008	1.099070	1.315697	4.411000	20.952025	-3.299616	-10.776297	
1344000	61.569287	54.706539	53.845446	57.794647	54.663273	67.492186	52.756512	67.492186	69.794951	72.771244	69.794951	4.995407	1.613567	2.253392	3.230034	2.876398	1.704943	2.605486	1.775601	2.515097	3.051060	1.157614	28.885067	-3.927798	-12.458621	
1346000	61.569287	54.706539	53.845446	57.794647	54.663273	64.322930	52.756512	64.322930	62.381589	64.316161	62.381589	4.995407	1.613567	2.253392	3.230034	2.876398	1.567052	2.605486	5.062586	1.897036	3.241595	3.907419	26.874385	-3.709041	-14.268993	
1348000	63.409763	61.300829	64.321517	62.398068	62.368081	65.676467	62.738781	60.833811	68.520547	70.921921	63.485980	3.095359	1.857365	1.448103	3.535495	1.239359	1.879959	2.430402	4.021525	0.985010	3.255524	4.547310	20.581085	-3.285644	-9.265180	
1350000	46.359204	46.119373	44.222512	48.100204	44.867286	47.617445	45.875834	46.291674	45.037657	47.617445	47.617445	2.505816	4.658644	2.419341	0.623457	6.996907	3.096468	3.996990	1.502965	2.166136	2.669507	3.096468	15.079662	-3.239962	-16.307194	
1352000	58.963548	59.803879	52.618574	59.442923	61.242508	57.945905	51.462920	59.807128	60.274662	61.833157	61.381771	1.534067	1.356718	2.629681	2.868017	1.167205	3.429320	0.512146	1.564495	0.191906	1.084553	1.748110	-4.086988	-5.444829	-14.631043	
1354000	56.437286	58.790363	54.563952	56.157328	57.800271	53.809177	57.236809	56.437286	50.013205	51.191106	51.191106	1.750145	0.805444	4.400909	1.293538	1.188294	2.170872	2.785438	1.750145	1.629877	0.856968	0.856968	4.541924	-3.997542	-21.277560	
1356000	50.592748	53.007184	47.584864	50.460626	43.537261	47.154672	46.883551	50.947835	48.177128	50.058151	50.578187	1.128656	2.227520	3.204643	2.799986	0.689060	0.959335	1.978139	2.799986	2.393044	5.005954	5.005954	25.101089	-3.549662	-19.460211	
1358000	51.361522	48.414003	50.055741	47.606884	45.481671	55.343409	49.496336	51.361522	50.055741	45.416224	48.914885	4.237640	0.738023	1.376737	5.866687	0.954522	3.470562	2.664655	4.237640	1.376737	8.176605	2.744719	32.823825	-4.473491	-33.071476	
1360000	35.737981	46.390828	45.434613	36.508894	47.104122	49.769148	44.956437	49.046022	46.058602	43.023495	50.361713	5.849054	0.544889	0.822896	2.930695	2.214898	2.228055	1.872403	0.708605	1.871327	1.076860	1.270927	27.042523	-3.725785	-7.997815	
1362000	54.825546	55.674431	54.825861	56.678948	57.186607	54.800417	55.575087	54.783087	57.093095	53.681416	56.635838	2.175426	6.230789	2.965357	3.699385	6.265532	5.129786	4.191570	1.661500	3.605664	2.281410	3.885879	21.286482	-3.313393	-10.285407	
1364000	55.729823	50.664893	50.047965	56.887631	47.121283	56.182585	50.270045	56.253933	56.291622	56.182585	56.182585	5.689249	1.106506	3.183508	3.111558	1.226144	1.143731	1.031058	3.111558	3.620737	1.143731	1.143731	24.950058	-3.537541	-26.317597	
1366000	57.549160	58.399105	55.178287	54.751314	55.112343	56.004496	55.164108	54.751314	55.178287	55.112343	55.973525	1.739140	2.118987	2.311817	1.177145	2.200994	1.058684	1.763499	2.146170	2.471210	1.588001	1.590071	37.912491	-5.408185	-17.858595	
1368000	57.549160	58.399105	55.178287	54.751314	55.112343	56.004496	55.164108	54.751314	55.178287	55.112343	55.973525	2.777087	1.543482	1.395610	3.308662	3.851617	1.058684	1.953509	2.146170	2.471210	1.588001	1.590071	31.131322	-4.219995	-19.288108	
1370000	57.549160	58.399105	55.178287	54.751314	55.112343	56.004496	55.164108	54.751314	55.178287	55.112343	55.973525	2.758133	2.519234	1.232575	2.785165	1.711338	1.058684	4.062397	2.146170	2.471210	1.588001	1.590071	16.001021	-3.226513	-18.480538	
1372000	57.549160	58.399105	55.178287	54.751314	55.112343	56.004496	55.164108	54.751314	55.178287	55.102906	55.973525	0.503927	5.342414	2.819597	1.405392	5.309982	1.058684	1.834110	2.146170	2.471210	3.416417	1.590071	20.161142	-3.271488	-18.535178	
1374000	58.593122	47.050098	54.794476	60.307195	45.944026	57.309221	51.945024	55.508263	61.446302	59.714079	60.073494	1.551851	2.786385	1.668150	3.831209	1.448728	2.496352	3.967275	3.883541	2.096726	3.651349	2.087510	2.663834	-4.249152	-8.976708	
1376000	51.160827	49.906444	48.631834	50.770349	53.180929	48.577014	48.366213	48.528281	48.060633	51.569413	47.914585	1.023337	3.932464	3.048395	2.519285	4.231209	5.092152	1.397476	5.065096	2.272487	2.652214	0.949027	14.873992	-3.244123	-10.076043	
1378000	48.284248	54.186085	54.382196	49.996594	57.735565	54.428331	54.100645	48.284248	52.028478	47.760531	52.028478	7.551863	1.127528	1.632438	5.112570	1.119202	1.632685	3.753047	7.551863	1.438151	3.861434	1.438151	2.764044	-4.234836	-18.450724	
1380000	53.587560	48.178245	56.197570	49.491921	51.283803	47.910649	56.096028	45.156610	58.378531	49.252422	46.151666	0.405037	2.366393	1.086575	0.978422	2.702107	2.348459	3.159471	4.490374	0.826660	1.861654	1.974788	6.186928	-3.806136	-8.180630	
